Line	Spkr	StTime	Content	EnTime
108	DCB_int_01	137.2836	And who- okay, so it was-	138.9885
109	DCB_int_01	138.9885	(pause 0.32)	139.3097
110	DCB_int_01	139.3097	who- who lived in the house with you?	140.6277
111	DCB_se1_ag2_f_03	141.2616	My grandmother,	142.7576
112	DCB_se1_ag2_f_03	142.7576	(pause 0.27)	143.0300
113	DCB_se1_ag2_f_03	143.0300	my mother,	144.0043
114	DCB_se1_ag2_f_03	144.0043	(pause 0.59)	144.5957
115	DCB_se1_ag2_f_03	144.5957	me, and my foster brother.	146.1939
116	DCB_int_01	146.6644	Okay.	146.9380
117	DCB_int_01	146.9380	(pause 0.21)	147.1448
118	DCB_int_01	147.1448	So how many siblings do you have?	148.4950
119	DCB_se1_ag2_f_03	149.1501	I have	149.8675
120	DCB_se1_ag2_f_03	149.8675	(pause 0.25)	150.1219
121	DCB_se1_ag2_f_03	150.1219	two	151.0695
122	DCB_se1_ag2_f_03	151.0695	(pause 0.18)	151.2463
123	DCB_se1_ag2_f_03	151.2463	biological siblings on my mother's side, and I have	154.1291
124	DCB_se1_ag2_f_03	154.1291	(pause 0.79)	154.9199
125	DCB_se1_ag2_f_03	154.9199	three biological siblings on my father's side.	157.0662
126	DCB_int_01	157.5266	And are you closer to either set or	159.8589
127	DCB_int_01	159.8589	(pause 0.33)	160.1892
128	DCB_int_01	160.1892	both sets you're similarly close?	161.8461
129	DCB_se1_ag2_f_03	162.2020	Closer to my mother's side.	163.4132
130	DCB_int_01	163.7702	Did they-	164.1115
131	DCB_int_01	164.1115	(pause 0.16)	164.2707
132	DCB_int_01	164.2707	cause you grew up in the house with them?	165.4800
133	DCB_se1_ag2_f_03	165.5319	Yes.	166.0691
134	DCB_int_01	166.1058	Okay.	166.4027
135	DCB_int_01	166.4027	(pause 0.26)	166.6597
136	DCB_int_01	166.6597	And now they	167.3770
137	DCB_int_01	167.3770	(pause 0.30)	167.6773
138	DCB_int_01	167.6773	are club kids?	168.7016
139	DCB_se1_ag2_f_03	168.9594	Yes.	169.5734
140	DCB_int_01	169.6534	Mm-hm.	170.1105
141	DCB_int_01	170.1105	(pause 0.74)	170.8512
142	DCB_int_01	170.8512	So,	171.5072
143	DCB_int_01	171.5072	(pause 0.70)	172.2092
144	DCB_int_01	172.2092	did you play a lot-	173.3437
145	DCB_int_01	173.3437	(pause 0.17)	173.5138
146	DCB_int_01	173.5138	okay but how- how big is the age	174.9727
147	DCB_int_01	174.9727	(pause 0.21)	175.1829
148	DCB_int_01	175.1829	gap between like, you and	176.9880
149	DCB_int_01	176.9880	(pause 0.55)	177.5419
150	DCB_int_01	177.5419	the next child that lived in the house with you?	179.7407
151	DCB_se1_ag2_f_03	180.1378	<ts>	180.1811
152	DCB_se1_ag2_f_03	180.1811	(pause 0.51)	180.6916
153	DCB_se1_ag2_f_03	180.6916	My brother and I are	183.1782
154	DCB_se1_ag2_f_03	183.1782	(pause 0.10)	183.2783
155	DCB_se1_ag2_f_03	183.2783	twelve years apart.	184.3796
156	DCB_int_01	184.4728	Okay, so obviously	185.5105
157	DCB_int_01	185.5105	(pause 0.14)	185.6506
158	DCB_int_01	185.6506	there was some time in between.	187.3573
159	DCB_int_01	187.3573	(pause 0.25)	187.6067
160	DCB_int_01	187.6067	[So did you play] with other kids in the neighborhood?	189.4418
161	DCB_se1_ag2_f_03	187.6467	[Yes.]	188.2340
162	DCB_se1_ag2_f_03	189.7855	Yes.	190.3961
163	DCB_int_01	190.6296	Who was your best friend?	191.4171
164	DCB_se1_ag2_f_03	192.4055	As a kid, /RD-NAME-3/,	194.3241
165	DCB_se1_ag2_f_03	194.3241	(pause 0.88)	195.2016
166	DCB_se1_ag2_f_03	195.2016	and then /RD-NAME-2/, and then	197.1601
167	DCB_se1_ag2_f_03	197.1601	(pause 0.69)	197.8542
168	DCB_se1_ag2_f_03	197.8542	/RD-NAME-3/ and then (laughing)	199.6567
169	DCB_se1_ag2_f_03	199.6567	(pause 0.41)	200.0671
170	DCB_se1_ag2_f_03	200.0671	just kind of changed like every few years you get a new best friend.	203.2469
171	DCB_int_01	203.7240	Or [every] day. Some little kids, oh that's my best friend today.	206.6079
172	DCB_se1_ag2_f_03	203.9150	[Yeah.]	204.1820
173	DCB_se1_ag2_f_03	204.1820	(pause 2.41)	206.5910
174	DCB_se1_ag2_f_03	206.5910	Yeah, basically.	207.8233
175	DCB_int_01	207.8022	So tell me what you did around the neighborhood.	209.4168
176	DCB_se1_ag2_f_03	210.9327	Jump rope, kickball,	212.8379
177	DCB_se1_ag2_f_03	212.8379	(pause 0.75)	213.5920
178	DCB_se1_ag2_f_03	213.5920	skating,	214.6597
179	DCB_se1_ag2_f_03	214.6597	(pause 0.80)	215.4571
180	DCB_se1_ag2_f_03	215.4571	<ts>	215.5005
181	DCB_se1_ag2_f_03	215.5005	(pause 0.11)	215.6139
182	DCB_se1_ag2_f_03	215.6139	I don't ride bikes, so.	217.6501
183	DCB_se1_ag2_f_03	217.6501	(pause 0.60)	218.2506
184	DCB_se1_ag2_f_03	218.2506	Skate, jump ball- kick- jump rope, kickball	221.0026
185	DCB_se1_ag2_f_03	221.0026	(pause 0.24)	221.2402
186	DCB_se1_ag2_f_03	221.2402	is pretty much it.	222.3346
187	DCB_int_01	223.1229	Was your neighborhood safe when you were a little kid?	224.8412
188	DCB_se1_ag2_f_03	225.3217	<ts>	225.4018
189	DCB_se1_ag2_f_03	225.4018	(pause 0.46)	225.8622
190	DCB_se1_ag2_f_03	225.8622	No.	226.8432
191	DCB_se1_ag2_f_03	226.8432	(pause 1.20)	228.0443
192	DCB_se1_ag2_f_03	228.0443	So I hung out mostly where I went to elementary school, which is in Southeast which they considered Capers back then.	234.6783
193	DCB_se1_ag2_f_03	234.6783	(pause 0.82)	235.4999
194	DCB_se1_ag2_f_03	235.4999	And it was not safe.	236.4408
195	DCB_se1_ag2_f_03	236.4408	(pause 0.19)	236.6310
196	DCB_se1_ag2_f_03	236.6310	It was shootings all the time.	238.4261
197	DCB_se1_ag2_f_03	238.4261	(pause 0.90)	239.3303
198	DCB_se1_ag2_f_03	239.3303	A lot going on. But where I lived,	241.4532
199	DCB_se1_ag2_f_03	241.4532	(pause 0.99)	242.4442
200	DCB_se1_ag2_f_03	242.4442	wasn't where I went to elementary school. But it still wasn't safe.	245.3737
201	DCB_se1_ag2_f_03	245.3737	(pause 0.21)	245.5872
202	DCB_se1_ag2_f_03	245.5872	Was just like,	246.4147
203	DCB_se1_ag2_f_03	246.4147	(pause 0.54)	246.9527
204	DCB_se1_ag2_f_03	246.9527	more older people lived there so it was a little more safe, but	250.6930
205	DCB_se1_ag2_f_03	250.6930	(pause 0.40)	251.0901
206	DCB_se1_ag2_f_03	251.0901	like a block away was like,	252.5815
207	DCB_se1_ag2_f_03	252.5815	(pause 0.90)	253.4766
208	DCB_se1_ag2_f_03	253.4766	where drug dealers hung out at.	254.9339
209	DCB_se1_ag2_f_03	254.9339	(pause 0.55)	255.4818
210	DCB_se1_ag2_f_03	255.4818	So, yeah.	256.1525
211	DCB_int_01	256.4161	Did you ever feel threatened or were you always just like,	258.8137
212	DCB_int_01	258.8137	(pause 0.20)	259.0161
213	DCB_int_01	259.0161	this is my neighborhood they not gonna bother me?	260.6711
214	DCB_se1_ag2_f_03	261.2516	Never felt threatened.	262.3093
215	DCB_se1_ag2_f_03	262.3093	(pause 0.84)	263.1501
216	DCB_se1_ag2_f_03	263.1501	Always just-	264.0377
217	DCB_se1_ag2_f_03	264.0377	(pause 1.03)	265.0628
218	DCB_se1_ag2_f_03	265.0628	If you grow up in the neighborhood you kind of just	267.4518
219	DCB_se1_ag2_f_03	267.4518	(pause 0.14)	267.5953
220	DCB_se1_ag2_f_03	267.5953	used to it, and everybody knows you, so.	270.3346
221	DCB_se1_ag2_f_03	270.3346	(pause 0.69)	271.0295
222	DCB_se1_ag2_f_03	271.0295	It's just like, everyday life.	272.4406
223	DCB_int_01	273.2283	Hm.	273.4985
224	DCB_int_01	273.4985	(pause 0.85)	274.3494
225	DCB_int_01	274.3494	Um, so what happened when like, people who weren't necessarily like- Let's say your friends wanted to come over or like, family member that didn't live in that neighborhood, or if they did- you know, they were new,	282.4080
226	DCB_int_01	282.4080	(pause 0.52)	282.9294
227	DCB_int_01	282.9294	or friends or whatever, how would-	284.0638
228	DCB_int_01	284.0638	(pause 0.60)	284.6610
229	DCB_int_01	284.6610	you know,	284.8930
230	DCB_int_01	284.8930	(pause 0.22)	285.1081
231	DCB_int_01	285.1081	would they feel safe coming over would-	286.6830
232	DCB_int_01	286.6830	(pause 0.13)	286.8165
233	DCB_int_01	286.8165	would you have to like be like, nah he cool, she cool?	289.2797
234	DCB_se1_ag2_f_03	290.6177	Well,	291.3083
235	DCB_se1_ag2_f_03	291.3083	(pause 0.28)	291.5853
236	DCB_se1_ag2_f_03	291.5853	if you're-	292.0157
237	DCB_se1_ag2_f_03	292.0157	(pause 0.18)	292.1992
238	DCB_se1_ag2_f_03	292.1992	when I was at elementary school, you didn't really have to say cause obviously you're a younger kid.	296.0872
239	DCB_se1_ag2_f_03	296.0872	(pause 0.18)	296.2707
240	DCB_se1_ag2_f_03	296.2707	But in high school of course you would have to say,	299.1568
241	DCB_se1_ag2_f_03	299.1568	(pause 0.37)	299.5305
242	DCB_se1_ag2_f_03	299.5305	oh this is my friend so and so, and they're like, oh okay, they with you?	302.3007
243	DCB_se1_ag2_f_03	302.3007	(pause 0.53)	302.8345
244	DCB_se1_ag2_f_03	302.8345	Then you just keep it moving.	304.2493
245	DCB_se1_ag2_f_03	304.2493	(pause 1.64)	305.8909
246	DCB_se1_ag2_f_03	305.8909	That's it.	306.2335
247	DCB_int_01	306.4556	So if they were a high- like, [outsiders] like it was just like, oh nah you can't come in? Like, what [happened-]	311.2369
248	DCB_se1_ag2_f_03	307.6934	[<laugh>]	308.0801
249	DCB_se1_ag2_f_03	308.0801	(pause 2.74)	310.8231
250	DCB_se1_ag2_f_03	310.8231	[Not you] can't come in, but like, they would just look at you funny like where are you from or why are you in this neighborhood or	316.7030
251	DCB_se1_ag2_f_03	317.5739	just make you feel uncomfortable by the way that they look at you.	320.8112
252	DCB_int_01	320.9947	Mm-hm.	321.2347
253	DCB_se1_ag2_f_03	321.2149	Which is the same if I was to go to somebody else's neighborhood and	324.7617
254	DCB_se1_ag2_f_03	324.9527	you would get looks like,	325.9971
255	DCB_se1_ag2_f_03	325.9971	(pause 0.39)	326.3874
256	DCB_se1_ag2_f_03	326.3874	you don't belong here.	327.3981
257	DCB_int_01	328.0524	[Mm.]	328.2693
258	DCB_se1_ag2_f_03	328.1558	[So.]	328.4785
259	DCB_int_01	329.3236	So let's talk about your family cause it was three generations of you, it was you, your mom,	333.3350
260	DCB_int_01	333.3350	(pause 0.18)	333.5152
261	DCB_int_01	333.5152	your	333.6487
262	DCB_int_01	333.6487	(pause 0.28)	333.9323
263	DCB_int_01	333.9323	grandma, right?	334.6263
264	DCB_se1_ag2_f_03	334.7030	Yup.	334.8799
265	DCB_int_01	335.1968	So,	335.4049
266	DCB_int_01	335.4049	(pause 0.18)	335.5839
267	DCB_int_01	335.5839	tell me about like, living	337.2830
268	DCB_int_01	337.2830	(pause 0.31)	337.5967
269	DCB_int_01	337.5967	with your mom and your grandma, but also like family traditions that you guys may have had.	341.3937
270	DCB_se1_ag2_f_03	342.7125	Mm,	343.3898
271	DCB_se1_ag2_f_03	343.3898	(pause 0.26)	343.6501
272	DCB_se1_ag2_f_03	343.6501	I guess	344.4145
273	DCB_se1_ag2_f_03	344.4145	(pause 1.24)	345.6553
274	DCB_se1_ag2_f_03	345.6553	my grandmother kind of took /over/ traditions from her mother,	349.5733
275	DCB_se1_ag2_f_03	349.5733	(pause 0.17)	349.7435
276	DCB_se1_ag2_f_03	349.7435	cause my great grandmother was still living.	351.4285
277	DCB_se1_ag2_f_03	351.4285	(pause 0.28)	351.7054
278	DCB_se1_ag2_f_03	351.7054	And	352.3627
279	DCB_se1_ag2_f_03	352.3627	(pause 0.66)	353.0200
280	DCB_se1_ag2_f_03	353.0200	so,	353.5572
281	DCB_se1_ag2_f_03	353.5572	(pause 0.18)	353.7340
282	DCB_se1_ag2_f_03	353.7340	every Thanksgiving we would have to do the same thing. We cook at home, then we go to a family member's house and eat there, but still have food at home.	361.7869
283	DCB_se1_ag2_f_03	361.7869	(pause 1.07)	362.8579
284	DCB_se1_ag2_f_03	362.8579	Then every Easter,	364.7064
285	DCB_se1_ag2_f_03	364.7064	(pause 0.32)	365.0267
286	DCB_se1_ag2_f_03	365.0267	we d-	365.3837
287	DCB_se1_ag2_f_03	365.3837	(pause 0.22)	365.6072
288	DCB_se1_ag2_f_03	365.6072	didn't really go to church,	367.1763
289	DCB_se1_ag2_f_03	367.1763	(pause 0.65)	367.8236
290	DCB_se1_ag2_f_03	367.8236	but since my great grandmother	369.6920
291	DCB_se1_ag2_f_03	369.6920	(pause 0.33)	370.0190
292	DCB_se1_ag2_f_03	370.0190	helped found the Salvation Army church in this area,	372.6758
293	DCB_se1_ag2_f_03	372.6758	(pause 0.14)	372.8126
294	DCB_se1_ag2_f_03	372.8126	every Easter we had to go to church. It never failed, you had to go to church.	377.0767
295	DCB_se1_ag2_f_03	377.0767	(pause 1.15)	378.2220
296	DCB_se1_ag2_f_03	378.2220	And then on Christmas,	379.6033
297	DCB_se1_ag2_f_03	379.6033	(pause 0.67)	380.2740
298	DCB_se1_ag2_f_03	380.2740	which is the only holiday I liked as a kid, I had the same tradition.	384.0110
299	DCB_se1_ag2_f_03	384.0110	(pause 0.52)	384.5290
300	DCB_se1_ag2_f_03	384.5290	I would get up,	385.0995
301	DCB_se1_ag2_f_03	385.0995	(pause 0.74)	385.8436
302	DCB_se1_ag2_f_03	385.8436	peek, watch my mom put the c-	387.1949
303	DCB_se1_ag2_f_03	387.1949	(pause 0.34)	387.5352
304	DCB_se1_ag2_f_03	387.5352	cs- s- stuff under the tree,	388.8532
305	DCB_se1_ag2_f_03	388.8532	(pause 0.37)	389.2235
306	DCB_se1_ag2_f_03	389.2235	and then I'd wait for her to go to bed then I would get up and go	391.8527
307	DCB_se1_ag2_f_03	391.8527	(pause 0.24)	392.0905
308	DCB_se1_ag2_f_03	392.0905	and get the stuff from under the tree.	393.4885
309	DCB_se1_ag2_f_03	393.4885	(pause 0.54)	394.0257
310	DCB_se1_ag2_f_03	394.0257	And she would pretend	395.0934
311	DCB_se1_ag2_f_03	395.0934	(pause 0.21)	395.3003
312	DCB_se1_ag2_f_03	395.3003	that Santa Claus put it there.	396.6883
313	DCB_se1_ag2_f_03	396.6883	(pause 0.57)	397.2563
314	DCB_se1_ag2_f_03	397.2563	Although I knew she put it there.	398.8844
315	DCB_se1_ag2_f_03	398.8844	(pause 1.14)	400.0224
316	DCB_se1_ag2_f_03	400.0224	It was the same	400.7998
317	DCB_se1_ag2_f_03	400.7998	(pause 0.16)	400.9633
318	DCB_se1_ag2_f_03	400.9633	every year	401.6313
319	DCB_se1_ag2_f_03	401.6313	(pause 0.19)	401.8208
320	DCB_se1_ag2_f_03	401.8208	until they realized that I was too old.	404.0605
321	DCB_int_01	405.3918	And so,	406.0691
322	DCB_int_01	406.0691	(pause 0.43)	406.5028
323	DCB_int_01	406.5028	<ts>	406.5863
324	DCB_int_01	406.5863	(pause 0.17)	406.7531
325	DCB_int_01	406.7531	um,	407.2269
326	DCB_int_01	407.2269	(pause 1.03)	408.2579
327	DCB_int_01	408.2579	when-	408.5325
328	DCB_int_01	408.5325	(pause 0.26)	408.7892
329	DCB_int_01	408.7892	how long did this take?	409.8035
330	misc	412.1325	I got the goods.	413.3358
331	DCB_int_01	413.6373	<laugh>	414.1493
332	DCB_int_01	414.1493	(pause 0.15)	414.2979
333	DCB_int_01	414.2979	Okay.	414.8117
334	misc	415.5633	Got the goods.	416.7978
335	DCB_se1_ag2_f_03	416.8779	Something's wrong with you. We are recording.	418.7219
336	misc	418.9633	Oh.	419.2002
337	DCB_se1_ag2_f_03	420.6157	[<laugh>]	422.1939
338	DCB_int_01	421.5299	[<laugh>]	422.6177
339	DCB_int_01	423.9223	It's okay.	424.4294
340	DCB_int_01	424.4294	(pause 0.22)	424.6530
341	DCB_int_01	424.6530	It's alright. So what about the rest of- <laugh>	427.2730
342	DCB_int_01	427.2730	(pause 0.41)	427.6868
343	DCB_int_01	427.6868	what about the rest of your family? Like,	429.4885
344	DCB_int_01	429.4885	(pause 0.23)	429.7221
345	DCB_int_01	429.7221	you talked about	430.3621
346	DCB_int_01	430.3621	(pause 0.89)	431.2536
347	DCB_int_01	431.2536	you would always go to other family member's house. Who else lived in the area?	433.9971
348	DCB_se1_ag2_f_03	435.9790	Well, my grandmother's side of the family, my grandmother's sister has seven children,	441.7388
349	DCB_se1_ag2_f_03	441.7388	(pause 1.10)	442.8365
350	DCB_se1_ag2_f_03	442.8365	and	443.4471
351	DCB_se1_ag2_f_03	443.4471	(pause 0.24)	443.6873
352	DCB_se1_ag2_f_03	443.6873	all of them live in the DC and Maryland area. So every year we would have dinner at a different family member's house	450.3455
353	DCB_se1_ag2_f_03	450.3455	(pause 0.42)	450.7625
354	DCB_se1_ag2_f_03	450.7625	for Thanksgiving.	451.6167
355	DCB_int_01	452.6043	Did you ever [host it at] your house?	453.8489
356	DCB_se1_ag2_f_03	453.0948	[So.]	453.3117
357	DCB_se1_ag2_f_03	454.4194	Yes but I didn't like it.	455.7753
358	DCB_se1_ag2_f_03	455.7753	(pause 0.65)	456.4289
359	DCB_se1_ag2_f_03	456.4289	Too many people,	457.5266
360	DCB_se1_ag2_f_03	457.5266	(pause 0.67)	458.1939
361	DCB_se1_ag2_f_03	458.1939	they don't know when to go home, you kind of just have to p- stay up really late, wait for the last person to go home,	463.1396
362	DCB_se1_ag2_f_03	463.1396	(pause 0.54)	463.6768
363	DCB_se1_ag2_f_03	463.6768	you have to clean up all the mess. It's just too much.	466.1225
364	DCB_int_01	466.6730	So what happened when you became the older s- Cause you were a only child for a long time.	470.4475
365	DCB_se1_ag2_f_03	470.4542	Yes	471.3350
366	DCB_se1_ag2_f_03	471.3350	(pause 0.13)	471.4618
367	DCB_se1_ag2_f_03	471.4618	[I miss] that, those were the good [times.]	473.7418
368	DCB_int_01	471.5219	[Mm.]	471.9056
369	DCB_int_01	471.9056	(pause 1.37)	473.2736
370	DCB_int_01	473.2736	[So what happened?]	473.9209
371	DCB_int_01	474.2220	What happened when another little	476.2206
372	DCB_int_01	476.2206	(pause 0.50)	476.7244
373	DCB_int_01	476.7244	baby came on the scene?	478.0090
374	DCB_int_01	478.0090	(pause 0.15)	478.1592
375	DCB_int_01	478.1592	So you were twelve?	479.0233
376	DCB_se1_ag2_f_03	479.9776	I was twelve, and then one day my mother was like,	482.1973
377	DCB_se1_ag2_f_03	482.1973	(pause 0.21)	482.4075
378	DCB_se1_ag2_f_03	482.4075	oh,	483.1081
379	DCB_se1_ag2_f_03	483.1081	(pause 0.20)	483.3083
380	DCB_se1_ag2_f_03	483.3083	I'm pregnant,	484.2459
381	DCB_se1_ag2_f_03	484.2459	(pause 0.97)	485.2135
382	DCB_se1_ag2_f_03	485.2135	and I'm like six months.	486.9897
383	DCB_se1_ag2_f_03	486.9897	(pause 1.67)	488.6610
384	DCB_se1_ag2_f_03	488.6610	[So,]	489.7688
385	DCB_int_01	489.2550	[<laugh>]	490.2392
386	DCB_se1_ag2_f_03	490.4928	she didn't know she was pregnant for a long time.	492.9327
387	DCB_se1_ag2_f_03	492.9327	(pause 0.59)	493.5267
388	DCB_se1_ag2_f_03	493.5267	<ts>	493.6001
389	DCB_se1_ag2_f_03	493.6001	(pause 0.07)	493.6736
390	DCB_se1_ag2_f_03	493.6736	And then	494.4742
391	DCB_se1_ag2_f_03	494.4742	(pause 0.72)	495.1918
392	DCB_se1_ag2_f_03	495.1918	<ts> I wanted a sister and it was a boy.	497.3870
393	DCB_se1_ag2_f_03	497.3870	(pause 1.40)	498.7859
394	DCB_se1_ag2_f_03	498.7859	And then I didn't wanna be a big sister anymore because	501.6204
395	DCB_se1_ag2_f_03	501.6204	(pause 0.34)	501.9632
396	DCB_se1_ag2_f_03	501.9632	it's too much responsibility, you have to learn how to change diapers, you have to learn how to feed the baby,	506.7778
397	DCB_se1_ag2_f_03	506.7778	(pause 0.82)	507.5986
398	DCB_se1_ag2_f_03	507.5986	watch the baby.	508.8699
399	DCB_se1_ag2_f_03	508.8699	(pause 1.15)	510.0218
400	DCB_se1_ag2_f_03	510.0218	He used to roll hisself down the steps all the time.	513.0448
