,StTime,line,token,type
188,137.4638,But I don't know what that neighborhood is called., is ,CO2
189,216.1150,"I don't really know cause the job is really new. Like, she just moved down there.", is ,CO2
190,306.9293,"her and my mom are really good friends and actually when we moved,", are ,CO2
191,318.3747,"um, cause my parents are architects they were always like updating the house and we added a balcony", are ,CO2
192,549.2698,And my older brother is thirty four., is ,CO2
193,680.2590,Well no like high school is when I, is ,CO2
194,732.7007,[and my] grandmother is bipolar., is ,CO2
195,845.9413,Cause all I do is transcribe things., is ,CO2
196,907.5878,/RD-SCHOOL-7/ is all about test scores and I'm not very good at standardized tests., is ,CO2
197,1123.9559,"which, is that a private school?", is ,CO2
198,1255.9559,like actual science. Psychology is like a social science so I'm okay there., is ,CO2
199,1310.9115,"in these professional spaces AAE is like, looked down upon.", is ,CO2
200,1316.3948,that's just the way it is so-, is ,CO2
201,1384.5751,This is my second year., is ,CO2
202,1473.1805,They are loud, are ,CO2
203,1526.4868,which is great., is ,CO2
204,1527.7397,<ts> I am nervous about having roommates again though, am ,CO2
205,1654.2211,"that are like,", are ,CO2
206,1658.9257,change is r-, is ,CO2
207,1747.7364,my mom thinks I should go because Trump is president so I might not find a job., is ,CO2
208,1808.0833,Everything is on me., is ,CO2
209,1845.6123,[Fundraising] is a lot., is ,CO2
210,1921.5028,I don't know how to- Like backing in to f- spaces is very hard for me., is ,CO2
211,1968.4551,cause all my parents drive is stick shifts., is ,CO2
212,1970.3310,And then the car that my parents were gonna give me is a stick shift., is ,CO2
213,2068.4518,It is (laughing)., is ,CO2
214,2101.8355,Because who he is now I guess is like completely different., is ,CO2
215,2101.8355,Because who he is now I guess is like completely different., is ,CO2
216,2155.9842,I guess he just likes how his life is now., is ,CO2
217,2189.3862,the way it's going now I am gonna graduate debt free., am ,CO2
218,2269.0427,I don't know what success is for me., is ,CO2
219,2288.6000,where she is in life right now successful just because, is ,CO2
220,2369.7260,"and, um, that's like looking good is really important to him but like my mom couldn't care less about how she looks.", is ,CO2
221,2435.8038,her brother is no help, is ,CO2
222,2512.0341,It is so good., is ,CO2
223,2599.2409,But Red Lobster is like a big issue in our house just because like, is ,CO2
224,2641.2196,"but my dad is like,", is ,CO2
225,2800.2111,"and like saving them for their kids, which is why it's been able to stay mostly black.", is ,CO2
226,2960.5859,which is why I go home so often., is ,CO2
227,3048.2144,none of them are like my best friends., are ,CO2
228,3069.7043,why people are saying that to me., are ,CO2
229,3199.5240,just because like those are the people I know well, are ,CO2
230,3261.5769,which is one of the a capella groups., is ,CO2
231,3271.8214,all of the people I've been talking about are white., are ,CO2
232,3314.2956,It is a lot., is ,CO2
