Line	Spkr	StTime	Content	EnTime
84	DCB_se3_ag2_f_01	119.4638	Uh, my father was born in Anacostia.	121.4276
85	DCB_int_01	124.3407	What about mom?	124.9584
86	DCB_se3_ag2_f_01	125.3796	<ts>	125.6393
87	DCB_se3_ag2_f_01	125.6393	(pause 0.29)	125.9271
88	DCB_se3_ag2_f_01	125.9271	She was born in DC, uh,	128.2559
89	DCB_se3_ag2_f_01	128.2559	(pause 0.37)	128.6209
90	DCB_se3_ag2_f_01	128.6209	like in Northeast, like Michigan Avenue area.	131.4709
91	DCB_se3_ag2_f_01	131.4709	(pause 1.00)	132.4730
92	DCB_se3_ag2_f_01	132.4730	I don't know what-	133.1188
93	DCB_se3_ag2_f_01	133.1188	(pause 0.37)	133.4838
94	DCB_se3_ag2_f_01	133.4838	She- sh- sh- she grew up on Delafield Place.	136.3618
95	DCB_se3_ag2_f_01	136.3618	(pause 1.10)	137.4638
96	DCB_se3_ag2_f_01	137.4638	But I don't know what that neighborhood is called.	138.9470
97	DCB_int_01	140.6841	What does your father do?	141.6809
98	DCB_se3_ag2_f_01	141.9897	<ts> Uh, my dad's an architect. He actually works here at Georgetown	145.2943
99	DCB_int_01	145.7786	Hm!	146.0594
100	DCB_se3_ag2_f_01	146.1647	in the basement of the building I currently live in. [<laugh>]	149.6042
101	DCB_int_01	149.3094	[What building?]	149.8008
102	DCB_se3_ag2_f_01	149.9552	[New South.]	150.6976
103	DCB_int_01	150.1150	[New South? Are] you an RA?	151.2171
104	DCB_se3_ag2_f_01	151.4557	Yeah.	151.8207
105	DCB_int_01	152.4384	Huh.	152.7403
106	DCB_se3_ag2_f_01	153.2808	Yeah.	153.5686
107	DCB_int_01	155.1971	We'll talk about that.	155.9552
108	DCB_se3_ag2_f_01	155.9482	We will.	156.3764
109	DCB_int_01	156.4098	We will!	156.8450
110	DCB_se3_ag2_f_01	156.8380	Yeah, [no. <laugh>]	157.9260
111	DCB_int_01	157.1679	[Yes.]	157.7154
112	DCB_se3_ag2_f_01	158.0734	Yeah.	158.3121
113	DCB_int_01	158.7894	<laugh>	159.2246
114	DCB_se3_ag2_f_01	159.2667	[<laugh>]	159.8002
115	DCB_int_01	159.5405	[I love] it.	160.3548
116	DCB_int_01	160.7268	Was your dad- I think I know your dad. Has he- how long has he been working at Georgetown?	163.6944
117	DCB_int_01	163.6944	(pause 1.12)	164.8105
118	DCB_int_01	164.8105	For several [years.]	165.6598
119	DCB_se3_ag2_f_01	165.4703	[Like,]	166.1301
120	DCB_se3_ag2_f_01	166.3197	probably	166.9584
121	DCB_se3_ag2_f_01	166.9584	(pause 0.27)	167.2322
122	DCB_se3_ag2_f_01	167.2322	thirteen years.	168.3062
123	DCB_int_01	168.4730	<ts>	168.6836
124	DCB_int_01	168.6836	(pause 0.32)	169.0065
125	DCB_int_01	169.0065	Because I used to work in New South.	171.0070
126	DCB_se3_ag2_f_01	171.1334	[Okay.]	171.6318
127	DCB_int_01	171.3510	[I used to] work in the office with /RD-NAME-3/-	173.9833
128	DCB_se3_ag2_f_01	173.9746	The Office of Planning?	174.8029
129	DCB_int_01	174.8310	Mm-hm.	175.2751
130	DCB_se3_ag2_f_01	175.3574	Oh.	175.7576
131	DCB_int_01	175.9541	[/?/]	176.3682
132	DCB_se3_ag2_f_01	175.9752	[My dad's] /RD-NAME-4/?	177.3229
133	DCB_int_01	177.4492	I think I know your dad.	178.8180
134	DCB_se3_ag2_f_01	178.7829	Okay.	179.1058
135	DCB_int_01	179.0427	Oh this is crazy!	180.0675
136	DCB_se3_ag2_f_01	180.1501	[<ts> It's really crazy.]	181.1500
137	DCB_int_01	180.2273	[This is- this is crazy.]	181.2662
138	DCB_se3_ag2_f_01	181.3294	<laugh> Yeah.	182.8105
139	DCB_int_01	182.8877	Okay.	183.2246
140	DCB_int_01	183.2246	(pause 0.44)	183.6598
141	DCB_int_01	183.6598	I'm sorry.	183.9827
142	DCB_int_01	183.9827	(pause 0.11)	184.0950
143	DCB_int_01	184.0950	That was really crazy. And what does your mom do?	185.5691
144	DCB_se3_ag2_f_01	185.7095	<ts> My mom's also an architect. She's-	187.6523
145	DCB_int_01	187.5400	[<laugh>]	188.5297
146	DCB_se3_ag2_f_01	187.8909	[<laugh>]	188.2700
147	DCB_se3_ag2_f_01	188.5859	She's with the Smithsonian. Um, she used to work at the zoo, and now she's like downtown	194.0664
148	DCB_se3_ag2_f_01	194.0664	(pause 0.61)	194.6771
149	DCB_se3_ag2_f_01	194.6771	with like,	195.1895
150	DCB_se3_ag2_f_01	195.1895	(pause 0.18)	195.3720
151	DCB_se3_ag2_f_01	195.3720	the museums on the mall.	196.5724
152	DCB_se3_ag2_f_01	196.5724	(pause 0.54)	197.1129
153	DCB_se3_ag2_f_01	197.1129	I don't know which specific museum.	198.5561
154	DCB_se3_ag2_f_01	198.5561	(pause 0.12)	198.6766
155	DCB_se3_ag2_f_01	198.6766	Cause she works with all of them so I don't know where she is	200.6350
156	DCB_se3_ag2_f_01	200.6350	(pause 0.17)	200.8035
157	DCB_se3_ag2_f_01	200.8035	right now.	201.3229
158	DCB_se3_ag2_f_01	201.3229	(pause 0.44)	201.7651
159	DCB_se3_ag2_f_01	201.7651	But she just moved downtown.	202.9444
160	DCB_int_01	203.3585	And what does she- like what is her function?	205.1131
161	DCB_se3_ag2_f_01	205.3785	<ts> Um,	206.0173
162	DCB_se3_ag2_f_01	206.0173	(pause 0.18)	206.1928
163	DCB_se3_ag2_f_01	206.1928	well at the zoo she designed like, the exhibits, and then one of the research facilities for the animals in Front Royal, Virginia,	211.8277
164	DCB_se3_ag2_f_01	211.8277	(pause 0.49)	212.3191
165	DCB_se3_ag2_f_01	212.3191	which she still does work on. And then now,	214.4109
166	DCB_se3_ag2_f_01	214.4109	(pause 0.64)	215.0497
167	DCB_se3_ag2_f_01	215.0497	um,	215.6253
168	DCB_se3_ag2_f_01	215.6253	(pause 0.49)	216.1150
169	DCB_se3_ag2_f_01	216.1150	I don't really know cause the job is really new. Like, she just moved down there.	219.4212
170	DCB_se3_ag2_f_01	219.4212	(pause 0.30)	219.7230
171	DCB_se3_ag2_f_01	219.7230	Um, but I think she's just /involved/ in like, exhibit design and like,	223.2106
172	DCB_se3_ag2_f_01	223.2106	(pause 0.98)	224.1857
173	DCB_se3_ag2_f_01	224.1857	um, inter- like more of the interior stuff so like choosing paint colors and stuff.	228.1026
174	DCB_int_01	228.9573	Hm.	229.2311
175	DCB_int_01	229.2311	(pause 4.81)	234.0394
176	DCB_int_01	234.0394	Alright.	234.4957
177	DCB_int_01	234.4957	(pause 0.91)	235.4066
178	DCB_int_01	235.4066	So	235.8558
179	DCB_int_01	235.8558	(pause 0.60)	236.4525
180	DCB_int_01	236.4525	th- Wow.	237.0842
181	DCB_int_01	237.0842	(pause 0.22)	237.3089
182	DCB_int_01	237.3089	This is a s- It's like a really small world. Okay.	239.4287
183	DCB_se3_ag2_f_01	239.4358	Mm-hm.	239.8078
184	DCB_int_01	239.8148	So before we get to- to college and dad and- and all of that,	243.0140
185	DCB_int_01	243.0140	(pause 0.56)	243.5756
186	DCB_int_01	243.5756	kind of tell me a little bit about growing up.	245.2392
187	DCB_int_01	245.2392	(pause 0.83)	246.0675
188	DCB_int_01	246.0675	Like your neighborhood, your house	248.0313
189	DCB_se3_ag2_f_01	248.9438	[Um,]	249.3440
190	DCB_int_01	249.0632	[that you li-] and then how'd you get to your new house?	251.1129
191	DCB_se3_ag2_f_01	251.1760	<ts> Yeah so	252.1425
192	DCB_se3_ag2_f_01	252.1425	(pause 0.77)	252.9152
193	DCB_se3_ag2_f_01	252.9152	growing up I really liked,	254.3682
194	DCB_se3_ag2_f_01	254.3682	(pause 0.39)	254.7543
195	DCB_se3_ag2_f_01	254.7543	um,	255.4212
196	DCB_se3_ag2_f_01	255.4212	(pause 0.31)	255.7300
197	DCB_se3_ag2_f_01	255.7300	the first house we lived in,	257.1269
198	DCB_se3_ag2_f_01	257.1269	(pause 0.31)	257.4358
199	DCB_se3_ag2_f_01	257.4358	um, on Fourteenth Street.	259.1047
200	DCB_se3_ag2_f_01	259.1047	(pause 0.67)	259.7786
201	DCB_se3_ag2_f_01	259.7786	Um, I liked the neighborhood because	261.4563
202	DCB_se3_ag2_f_01	261.4563	(pause 0.31)	261.7651
203	DCB_se3_ag2_f_01	261.7651	there were a few kids in my neighborhood and like,	263.8390
204	DCB_se3_ag2_f_01	263.8390	(pause 0.38)	264.2219
205	DCB_se3_ag2_f_01	264.2219	especially my next door neighbors, uh,	266.2630
206	DCB_se3_ag2_f_01	266.2630	(pause 0.58)	266.8386
207	DCB_se3_ag2_f_01	266.8386	their grandkids were always over there.	268.7970
208	DCB_se3_ag2_f_01	268.7970	(pause 0.69)	269.4919
209	DCB_se3_ag2_f_01	269.4919	And,	270.1096
210	DCB_se3_ag2_f_01	270.1096	(pause 0.46)	270.5713
211	DCB_se3_ag2_f_01	270.5713	um, I was really close with them.	272.0804
212	DCB_se3_ag2_f_01	272.0804	(pause 0.39)	272.4665
213	DCB_se3_ag2_f_01	272.4665	All their names began with Ds.	274.1231
214	DCB_se3_ag2_f_01	274.1231	(pause 0.33)	274.4530
215	DCB_se3_ag2_f_01	274.4530	So there was Diamond,	276.0675
216	DCB_se3_ag2_f_01	276.0675	(pause 0.53)	276.5993
217	DCB_se3_ag2_f_01	276.5993	Dougie,	277.1328
218	DCB_se3_ag2_f_01	277.1328	(pause 0.21)	277.3434
219	DCB_se3_ag2_f_01	277.3434	which was a nickname, and then, uh,	279.0842
220	DCB_se3_ag2_f_01	279.0842	(pause 0.13)	279.2106
221	DCB_se3_ag2_f_01	279.2106	Demani.	279.7792
222	DCB_se3_ag2_f_01	279.7792	(pause 0.53)	280.3126
223	DCB_se3_ag2_f_01	280.3126	Um,	280.7478
224	DCB_se3_ag2_f_01	280.7478	(pause 0.35)	281.0988
225	DCB_se3_ag2_f_01	281.0988	and then the grandfather's name was Douglas.	282.8450
226	DCB_se3_ag2_f_01	282.8450	(pause 0.84)	283.6874
227	DCB_se3_ag2_f_01	283.6874	Um, and then there was	284.9860
228	DCB_se3_ag2_f_01	284.9860	(pause 0.84)	285.8283
229	DCB_se3_ag2_f_01	285.8283	Douglas's- the grandfather's son,	288.2149
230	DCB_se3_ag2_f_01	288.2149	(pause 0.24)	288.4519
231	DCB_se3_ag2_f_01	288.4519	his name was- his nickname was Toot.	290.0594
232	DCB_se3_ag2_f_01	290.0594	(pause 0.55)	290.6069
233	DCB_se3_ag2_f_01	290.6069	I never knew his real name.	291.6598
234	DCB_se3_ag2_f_01	291.6598	(pause 0.53)	292.1933
235	DCB_se3_ag2_f_01	292.1933	But, uh,	292.9795
236	DCB_se3_ag2_f_01	292.9795	(pause 0.34)	293.3164
237	DCB_se3_ag2_f_01	293.3164	I was really close with them.	294.4034
238	DCB_se3_ag2_f_01	294.4034	(pause 0.20)	294.6064
239	DCB_se3_ag2_f_01	294.6064	<ts> And then on	295.5680
240	DCB_se3_ag2_f_01	295.5680	(pause 0.20)	295.7646
241	DCB_se3_ag2_f_01	295.7646	the other side of our house,	297.1123
242	DCB_se3_ag2_f_01	297.1123	(pause 0.38)	297.4914
243	DCB_se3_ag2_f_01	297.4914	our other neighbor	298.2495
244	DCB_se3_ag2_f_01	298.2495	(pause 0.34)	298.5934
245	DCB_se3_ag2_f_01	298.5934	was this old lady. Her name was Miss /RD-NAME-1/.	300.4676
246	DCB_se3_ag2_f_01	300.4676	(pause 0.23)	300.6976
247	DCB_se3_ag2_f_01	300.6976	Um,	301.1749
248	DCB_se3_ag2_f_01	301.1749	(pause 0.58)	301.7505
249	DCB_se3_ag2_f_01	301.7505	she's	302.5578
250	DCB_se3_ag2_f_01	302.5578	(pause 0.73)	303.2878
251	DCB_se3_ag2_f_01	303.2878	I guess like my grandma in a sense.	305.5340
252	DCB_se3_ag2_f_01	305.5340	(pause 0.55)	306.0815
253	DCB_se3_ag2_f_01	306.0815	Um,	306.6695
254	DCB_se3_ag2_f_01	306.6695	(pause 0.26)	306.9293
255	DCB_se3_ag2_f_01	306.9293	her and my mom are really good friends and actually when we moved,	309.9725
256	DCB_se3_ag2_f_01	309.9725	(pause 0.34)	310.3126
257	DCB_se3_ag2_f_01	310.3126	she started crying, and it was like-	311.8990
258	DCB_se3_ag2_f_01	311.8990	(pause 0.18)	312.0799
259	DCB_se3_ag2_f_01	312.0799	it was like a very dramatic sob.	313.7856
260	DCB_se3_ag2_f_01	313.7856	(pause 0.60)	314.3823
261	DCB_se3_ag2_f_01	314.3823	Um, [just because we were so] close. Like, our house had,	317.4919
262	DCB_int_01	314.6350	[<laugh>]	315.8283
263	DCB_se3_ag2_f_01	318.3747	um, cause my parents are architects they were always like updating the house and we added a balcony	322.5162
264	DCB_se3_ag2_f_01	322.5162	(pause 0.18)	322.6987
265	DCB_se3_ag2_f_01	322.6987	to our house.	323.5130
266	DCB_se3_ag2_f_01	323.5130	(pause 0.21)	323.7236
267	DCB_se3_ag2_f_01	323.7236	And like, my mom would pass food to	325.9822
268	DCB_se3_ag2_f_01	325.9822	(pause 0.18)	326.1577
269	DCB_se3_ag2_f_01	326.1577	Miss /RD-NAME-1/	326.7613
270	DCB_se3_ag2_f_01	326.7613	(pause 0.13)	326.8877
271	DCB_se3_ag2_f_01	326.8877	through her window	327.7511
272	DCB_se3_ag2_f_01	327.7511	(pause 0.20)	327.9476
273	DCB_se3_ag2_f_01	327.9476	from our balcony.	328.8110
274	DCB_se3_ag2_f_01	328.8110	(pause 0.79)	329.6042
275	DCB_se3_ag2_f_01	329.6042	So we were very close.	330.6535
276	DCB_se3_ag2_f_01	330.6535	(pause 0.61)	331.2592
277	DCB_se3_ag2_f_01	331.2592	Um,	331.7997
278	DCB_se3_ag2_f_01	331.7997	(pause 0.18)	331.9752
279	DCB_se3_ag2_f_01	331.9752	but yeah I really liked. the neighborhood	333.3720
280	DCB_se3_ag2_f_01	333.3720	(pause 0.59)	333.9617
281	DCB_se3_ag2_f_01	333.9617	Um,	334.7478
282	DCB_se3_ag2_f_01	334.7478	(pause 0.34)	335.0848
283	DCB_se3_ag2_f_01	335.0848	<ts>	335.2954
284	DCB_se3_ag2_f_01	335.2954	(pause 0.40)	335.6955
285	DCB_se3_ag2_f_01	335.6955	like a few blocks away some girls that I went to elementary school with	339.5265
286	DCB_se3_ag2_f_01	339.5265	(pause 0.33)	339.8564
287	DCB_se3_ag2_f_01	339.8564	lived there.	340.5443
288	DCB_se3_ag2_f_01	340.5443	(pause 0.51)	341.0497
289	DCB_se3_ag2_f_01	341.0497	Um, so they would come over to my house a lot.	343.2662
290	DCB_se3_ag2_f_01	343.2662	(pause 0.67)	343.9330
291	DCB_se3_ag2_f_01	343.9330	And, uh,	344.8456
292	DCB_se3_ag2_f_01	344.8456	(pause 0.65)	345.4984
293	DCB_se3_ag2_f_01	345.4984	we l- we were really close to	346.9233
294	DCB_se3_ag2_f_01	346.9233	(pause 0.27)	347.1971
295	DCB_se3_ag2_f_01	347.1971	a playground, a tennis court, and a Safeway.	350.2068
296	DCB_se3_ag2_f_01	350.2068	(pause 0.63)	350.8386
297	DCB_se3_ag2_f_01	350.8386	Um (laughing),	351.3159
298	DCB_se3_ag2_f_01	351.3159	(pause 0.39)	351.7090
299	DCB_se3_ag2_f_01	351.7090	and so we would	352.4741
300	DCB_se3_ag2_f_01	352.4741	(pause 0.27)	352.7408
301	DCB_se3_ag2_f_01	352.7408	walk there a lot. Um, and then one of my really good-	355.0837
302	DCB_se3_ag2_f_01	355.0837	(pause 0.18)	355.2592
303	DCB_se3_ag2_f_01	355.2592	like my best friend from elementary school, she lived on the other side of the Safeway.	358.7549
304	DCB_se3_ag2_f_01	358.7549	(pause 0.53)	359.2883
305	DCB_se3_ag2_f_01	359.2883	Um, so my sister and I would ride bikes to her house a lot.	362.7543
306	DCB_se3_ag2_f_01	362.7543	(pause 0.91)	363.6668
307	DCB_se3_ag2_f_01	363.6668	Um,	364.2705
308	DCB_se3_ag2_f_01	364.2705	(pause 0.17)	364.4390
309	DCB_se3_ag2_f_01	364.4390	but then,	364.9655
310	DCB_se3_ag2_f_01	364.9655	(pause 0.72)	365.6885
311	DCB_se3_ag2_f_01	365.6885	<ts> one day,	366.3747
312	DCB_se3_ag2_f_01	366.3747	(pause 0.75)	367.1258
313	DCB_se3_ag2_f_01	367.1258	uh, so like they were two main events that	369.4633
314	DCB_se3_ag2_f_01	369.4633	(pause 0.81)	370.2775
315	DCB_se3_ag2_f_01	370.2775	were why my parents thought we should move. The first one	373.1820
316	DCB_se3_ag2_f_01	373.1820	(pause 0.84)	374.0243
317	DCB_se3_ag2_f_01	374.0243	was that, um,	375.3720
318	DCB_se3_ag2_f_01	375.3720	(pause 0.29)	375.6668
319	DCB_se3_ag2_f_01	375.6668	<ts> so our neighbor	376.7970
320	DCB_se3_ag2_f_01	376.7970	(pause 0.65)	377.4498
321	DCB_se3_ag2_f_01	377.4498	whose family all	378.6571
322	DCB_se3_ag2_f_01	378.6571	(pause 0.26)	378.9152
323	DCB_se3_ag2_f_01	378.9152	had let- uh,	380.2208
324	DCB_se3_ag2_f_01	380.2208	(pause 0.20)	380.4244
325	DCB_se3_ag2_f_01	380.4244	their names began with the letter D,	381.7090
326	DCB_se3_ag2_f_01	381.7090	(pause 0.66)	382.3688
327	DCB_se3_ag2_f_01	382.3688	um,	382.9304
328	DCB_se3_ag2_f_01	382.9304	(pause 0.54)	383.4709
329	DCB_se3_ag2_f_01	383.4709	the one who didn't	384.3817
330	DCB_se3_ag2_f_01	384.3817	(pause 0.15)	384.5291
331	DCB_se3_ag2_f_01	384.5291	have a name that began with a D,	385.7505
332	DCB_se3_ag2_f_01	385.7505	(pause 0.21)	385.9611
333	DCB_se3_ag2_f_01	385.9611	Toot,	386.4244
334	DCB_se3_ag2_f_01	386.4244	(pause 0.32)	386.7473
335	DCB_se3_ag2_f_01	386.7473	he was like wrapped up in like, drugs.	388.9304
336	DCB_se3_ag2_f_01	388.9304	(pause 0.26)	389.1901
337	DCB_se3_ag2_f_01	389.1901	And like,	389.7867
338	DCB_se3_ag2_f_01	389.7867	(pause 0.50)	390.2905
339	DCB_se3_ag2_f_01	390.2905	we think there was like a drug deal that went down that involved our house	393.2597
340	DCB_se3_ag2_f_01	393.2597	(pause 0.53)	393.7932
341	DCB_se3_ag2_f_01	393.7932	because we saw someone run through	395.4849
342	DCB_se3_ag2_f_01	395.4849	(pause 0.64)	396.1290
343	DCB_se3_ag2_f_01	396.1290	our-	396.5151
344	DCB_se3_ag2_f_01	396.5151	(pause 0.20)	396.7117
345	DCB_se3_ag2_f_01	396.7117	They ran up the stairs onto our patio	399.4773
346	DCB_se3_ag2_f_01	399.4773	(pause 0.15)	399.6247
347	DCB_se3_ag2_f_01	399.6247	near our front door and then there was a side door,	401.8800
348	DCB_se3_ag2_f_01	401.8800	(pause 0.40)	402.2781
349	DCB_se3_ag2_f_01	402.2781	they ran down there.	403.1328
350	DCB_se3_ag2_f_01	403.1328	(pause 0.18)	403.3153
351	DCB_se3_ag2_f_01	403.3153	And then our gate was unlocked so they went to our backyard	406.2003
352	DCB_se3_ag2_f_01	406.2003	(pause 0.41)	406.6145
353	DCB_se3_ag2_f_01	406.6145	and we think they hid drugs under my dad's car and then came back and got them later.	409.9892
354	DCB_se3_ag2_f_01	409.9892	(pause 0.56)	410.5508
355	DCB_se3_ag2_f_01	410.5508	So that was one instance where my parents were like, mm, maybe we should move.	413.7095
356	DCB_se3_ag2_f_01	413.7095	(pause 0.58)	414.2921
357	DCB_se3_ag2_f_01	414.2921	And the second time,	415.3785
358	DCB_se3_ag2_f_01	415.3785	(pause 0.68)	416.0594
359	DCB_se3_ag2_f_01	416.0594	<ts> this homeless man came up on to our porch	418.5583
360	DCB_se3_ag2_f_01	418.5583	(pause 0.62)	419.1760
361	DCB_se3_ag2_f_01	419.1760	and was sleeping there.	420.6766
362	DCB_se3_ag2_f_01	420.6766	(pause 0.49)	421.1679
363	DCB_se3_ag2_f_01	421.1679	And we didn't know he was sleeping there cause like,	422.6560
364	DCB_se3_ag2_f_01	422.6560	(pause 0.18)	422.8386
365	DCB_se3_ag2_f_01	422.8386	nighttime everyone else was asleep.	424.2424
366	DCB_se3_ag2_f_01	424.2424	(pause 0.84)	425.0848
367	DCB_se3_ag2_f_01	425.0848	And one night my sister was going down the stairs,	427.7295
368	DCB_se3_ag2_f_01	427.7295	(pause 0.19)	427.9190
369	DCB_se3_ag2_f_01	427.9190	and my sister's just really funny. Like she doesn't really think anything's a big deal.	431.3445
370	DCB_se3_ag2_f_01	431.3445	(pause 0.51)	431.8499
371	DCB_se3_ag2_f_01	431.8499	So she came into the kitchen and-	433.5119
372	DCB_se3_ag2_f_01	433.5119	(pause 0.14)	433.6523
373	DCB_se3_ag2_f_01	433.6523	and	434.1155
374	DCB_se3_ag2_f_01	434.1155	(pause 0.19)	434.3051
375	DCB_se3_ag2_f_01	434.3051	my dad and my mom were sitting there and she was like,	436.6075
376	DCB_se3_ag2_f_01	436.6075	(pause 0.48)	437.0918
377	DCB_se3_ag2_f_01	437.0918	hey I think someone's just like, on our porch. <laugh>	439.8870
378	DCB_se3_ag2_f_01	439.8870	(pause 0.33)	440.2169
379	DCB_se3_ag2_f_01	440.2169	And it was a homeless man.	441.1434
380	DCB_se3_ag2_f_01	441.1434	(pause 0.48)	441.6191
381	DCB_se3_ag2_f_01	441.6191	And so	442.3491
382	DCB_se3_ag2_f_01	442.3491	(pause 0.74)	443.0862
383	DCB_se3_ag2_f_01	443.0862	that was a problem just because my mom's office	445.4798
