Line	Spkr	StTime	Content	EnTime
30	DCB_int_01	42.1274	And so currently, what's your occupation?	44.2137
31	DCB_se2_ag2_f_01	44.5453	<laugh>	45.1161
32	DCB_se2_ag2_f_01	45.1161	(pause 0.08)	45.2008
33	DCB_se2_ag2_f_01	45.2008	A membership coordinator	46.8122
34	DCB_se2_ag2_f_01	46.8122	(pause 3.03)	49.8462
35	DCB_se2_ag2_f_01	49.8462	for /RD-WORK-4/.	51.0342
36	DCB_int_01	51.9997	The premier. Are you all premier or elite?	53.9716
37	DCB_int_01	53.9716	(pause 0.50)	54.4754
38	DCB_int_01	54.4754	[No, elite is-]	55.3528
39	DCB_se2_ag2_f_01	54.4796	[Premier.]	55.1135
40	DCB_int_01	55.4619	Clubhou- [is FBR. So y'all] are [premier Richard England Club]	58.9396
41	DCB_se2_ag2_f_01	55.8901	[Mm-hm. We're premier.]	57.1537
42	DCB_se2_ag2_f_01	57.1537	(pause 0.10)	57.2502
43	DCB_se2_ag2_f_01	57.2502	[<laugh>]	63.7576
44	DCB_int_01	59.2180	[Whatever.]	59.9274
45	DCB_int_01	59.9274	(pause 0.26)	60.1835
46	DCB_int_01	60.1835	[Um, no y'all are pretty- Y'all good- Y'all be- Y'all pretty good over there- Y'all pretty good-] Y'all - Y'all making strides. This last year has really been-	66.6808
47	DCB_int_01	66.9159	Seriously, [like]	67.5917
48	DCB_se2_ag2_f_01	67.2223	[I- It has-]	67.8898
49	DCB_int_01	67.6799	[I've] been here almost three years. This last year, I think y'all have-	70.6216
50	DCB_int_01	70.7811	Leaps and [bounds.]	71.9565
51	DCB_se2_ag2_f_01	71.4947	[I know, that's] what everybody says. [/But I don't know/.]	73.7826
52	DCB_int_01	73.1907	[Like /RD-WORK-4/] is- y'all stepping up.	75.2686
53	DCB_se2_ag2_f_01	75.3977	[<laugh>]	77.1860
54	DCB_int_01	75.5152	[Stepping up and stepping out, okay.]	76.8082
55	DCB_int_01	77.1986	Um, where was your father born?	78.6636
56	DCB_se2_ag2_f_01	80.3753	DC.	80.8214
57	DCB_int_01	80.9798	DC?	81.4920
58	DCB_int_01	81.4920	(pause 0.39)	81.8782
59	DCB_int_01	81.8782	/Where/ about your mom?	82.6464
60	DCB_se2_ag2_f_01	82.9276	DC.	83.3978
61	DCB_int_01	84.5438	What does your father do?	85.2491
62	DCB_se2_ag2_f_01	86.5116	I have no idea.	87.7248
63	DCB_int_01	87.7794	[Mkay.]	88.1236
64	DCB_se2_ag2_f_01	88.0438	So, [uh],	88.7575
65	DCB_int_01	88.4888	[That's] fine.	89.1437
66	DCB_se2_ag2_f_01	89.2570	But no, my father was killed a month before I was born. So I never met him, [never met that] side of the family.	94.0961
67	DCB_int_01	92.4883	[Oh.]	93.0928
68	DCB_se2_ag2_f_01	94.2682	Nothing at all about him.	95.6661
69	DCB_se2_ag2_f_01	95.6661	(pause 0.91)	96.5718
70	DCB_se2_ag2_f_01	96.5718	/Not nothing/.	97.9026
71	DCB_int_01	97.9445	What about your	98.7043
72	DCB_int_01	98.7043	(pause 0.26)	98.9604
73	DCB_int_01	98.9604	mom?	99.2123
74	DCB_se2_ag2_f_01	99.5313	My mom, um, she's a patient	101.6722
75	DCB_se2_ag2_f_01	101.6722	(pause 0.19)	101.8643
76	DCB_se2_ag2_f_01	101.8643	and registration clerk at /RD-WORK-2/.	103.7659
77	DCB_se2_ag2_f_01	103.7659	(pause 1.21)	104.9791
78	DCB_se2_ag2_f_01	104.9791	But I was raised	106.3350
79	DCB_se2_ag2_f_01	106.3350	(pause 0.20)	106.5323
80	DCB_se2_ag2_f_01	106.5323	by my grandparents.	108.0509
81	DCB_se2_ag2_f_01	108.0509	(pause 0.56)	108.6135
82	DCB_se2_ag2_f_01	108.6135	My mom in the household,	109.9568
83	DCB_se2_ag2_f_01	109.9568	(pause 0.31)	110.2674
84	DCB_se2_ag2_f_01	110.2674	but she was young when she had me. She had me at fourteen. So my grandparents raised me.	113.6960
85	DCB_se2_ag2_f_01	113.6960	(pause 0.65)	114.3425
86	DCB_se2_ag2_f_01	114.3425	So my grandfather would have been my father figure.	116.6178
87	DCB_se2_ag2_f_01	116.6178	(pause 0.85)	117.4657
88	DCB_se2_ag2_f_01	117.4657	I don't know if you want to use him.	118.6905
89	DCB_int_01	120.3192	Well,	120.5165
90	DCB_int_01	120.5165	(pause 0.61)	121.1252
91	DCB_int_01	121.1252	then let's talk about your grandparents.	122.3053
92	DCB_se2_ag2_f_01	122.5525	Mkay.	122.8506
93	DCB_int_01	123.3795	So,	123.7825
94	DCB_int_01	123.7825	(pause 1.33)	125.1122
95	DCB_int_01	125.1122	that's all I'm gonna be writing.	126.0945
96	DCB_int_01	126.0945	(pause 0.25)	126.3464
97	DCB_int_01	126.3464	That's it.	126.6444
98	DCB_se2_ag2_f_01	126.7074	[<laugh>]	128.2774
99	DCB_int_01	127.4546	[Um,]	128.2270
100	DCB_int_01	128.6720	so tell me a little bit about	130.1528
101	DCB_int_01	130.1528	(pause 2.53)	132.6799
102	DCB_int_01	132.6799	your house,	133.4187
103	DCB_int_01	133.4187	(pause 0.10)	133.5153
104	DCB_int_01	133.5153	like your family,	134.4798
105	DCB_int_01	134.4798	(pause 0.23)	134.7065
106	DCB_int_01	134.7065	especially because you said your grandparents raised you, so tell me how was that dynamic.	138.0773
107	DCB_se2_ag2_f_01	138.4719	Okay.	139.1478
108	DCB_se2_ag2_f_01	139.1478	(pause 0.10)	139.2433
109	DCB_se2_ag2_f_01	139.2433	So my mom had me at fourteen,	141.3171
110	DCB_se2_ag2_f_01	141.3171	(pause 0.42)	141.7411
111	DCB_se2_ag2_f_01	141.7411	and so for insurance purposes and legal purposes, my grandparents had to adopt me	146.4710
112	DCB_se2_ag2_f_01	146.4710	(pause 0.45)	146.9202
113	DCB_se2_ag2_f_01	146.9202	because if they didn't, I wouldn't have been able to get insurance and stuff like that.	149.5984
114	DCB_se2_ag2_f_01	149.5984	(pause 0.44)	150.0424
115	DCB_se2_ag2_f_01	150.0424	And so although my mom was in the household, it was more like we was raised a-	153.8582
116	DCB_se2_ag2_f_01	153.8582	(pause 0.61)	154.4711
117	DCB_se2_ag2_f_01	154.4711	as sisters	155.7840
118	DCB_se2_ag2_f_01	155.7840	(pause 0.43)	156.2122
119	DCB_se2_ag2_f_01	156.2122	opposed to mother and daughter.	157.5933
120	DCB_se2_ag2_f_01	157.5933	(pause 0.36)	157.9501
121	DCB_se2_ag2_f_01	157.9501	And then eventually once she got older to move out on her own,	160.3639
122	DCB_se2_ag2_f_01	160.3639	(pause 0.37)	160.7375
123	DCB_se2_ag2_f_01	160.7375	I just naturally stayed with	162.2477
124	DCB_se2_ag2_f_01	162.2477	(pause 0.33)	162.5793
125	DCB_se2_ag2_f_01	162.5793	my grandparents.	163.7380
126	DCB_int_01	164.3341	Mm, so when y- when did your mom leave? How old was your mom?	166.5086
127	DCB_se2_ag2_f_01	167.2505	When my mom left, she was maybe in her early twenties, like twenty [two.]	172.5483
128	DCB_int_01	171.9186	[So you were like-]	172.5315
129	DCB_int_01	172.8915	elementary [school?]	173.9367
130	DCB_se2_ag2_f_01	173.6261	[Mm-hm.]	174.5454
131	DCB_int_01	174.8812	[But you] had already really gotten close to your-	177.3306
132	DCB_se2_ag2_f_01	174.9022	[Yeah.]	175.1877
133	DCB_se2_ag2_f_01	175.1877	(pause 2.11)	177.2992
134	DCB_se2_ag2_f_01	177.2992	[Grandparents.]	178.2090
135	DCB_int_01	177.7064	[Did you make] that decision? Or did your mom make that- Or did they make that decision? For you to stay?	181.5968
136	DCB_se2_ag2_f_01	182.3021	I think it- it may have been both	184.2404
137	DCB_se2_ag2_f_01	184.2404	(pause 0.30)	184.5427
138	DCB_se2_ag2_f_01	184.5427	because I'm not gonna say that I was spoiled, but I was spoiled.	187.2125
139	DCB_se2_ag2_f_01	187.2125	(pause 0.28)	187.4938
140	DCB_se2_ag2_f_01	187.4938	So even when my mom tried to do	189.0711
141	DCB_se2_ag2_f_01	189.0711	(pause 0.11)	189.1845
142	DCB_se2_ag2_f_01	189.1845	that discipline thing, my grandparents kind of step in and was like, no.	192.3539
143	DCB_se2_ag2_f_01	192.3539	(pause 0.41)	192.7611
144	DCB_se2_ag2_f_01	192.7611	And she didn't like that, like, at the end of the day, she's still my child.	195.6272
145	DCB_int_01	196.2569	[Mm-hm.]	196.5549
146	DCB_se2_ag2_f_01	196.2737	[And so when she] tried to discipline me, they kind of disciplined her.	198.3096
147	DCB_int_01	199.0978	Because their- [She was their child. You see how that-]	201.7131
148	DCB_se2_ag2_f_01	199.8954	[<laugh>]	202.0363
149	DCB_int_01	202.0993	[that's that children- Mm-hm.],	203.1697
150	DCB_se2_ag2_f_01	202.3386	[Uh-huh.]	203.1278
151	DCB_int_01	203.2495	but it didn't quite work.	204.3074
152	DCB_se2_ag2_f_01	204.3577	[Mm-hm.]	204.8657
153	DCB_int_01	204.6894	[Mm-hm.]	205.0630
154	DCB_se2_ag2_f_01	205.2970	So,	205.9183
155	DCB_se2_ag2_f_01	205.9183	(pause 0.31)	206.2331
156	DCB_se2_ag2_f_01	206.2331	and then after- because she was still young, I think it may have been like a type of	209.1884
157	DCB_se2_ag2_f_01	209.1884	(pause 0.55)	209.7426
158	DCB_se2_ag2_f_01	209.7426	envy.	210.2967
159	DCB_se2_ag2_f_01	210.2967	(pause 0.93)	211.2234
160	DCB_se2_ag2_f_01	211.2234	Type of	211.7103
161	DCB_se2_ag2_f_01	211.7103	(pause 0.35)	212.0630
162	DCB_se2_ag2_f_01	212.0630	[thing.]	212.5121
163	DCB_int_01	212.0630	[What do you mean?]	212.5121
164	DCB_int_01	213.8093	She was envious of [you?]	215.3163
165	DCB_se2_ag2_f_01	215.1274	[I] believe so cause we had like uh, a rocky patch in our relationship.	218.8919
166	DCB_se2_ag2_f_01	219.2739	And it wasn't until I really got older, probably like high school,	222.5808
167	DCB_se2_ag2_f_01	222.5808	(pause 0.57)	223.1475
168	DCB_se2_ag2_f_01	223.1475	college that we got like, real close.	225.2338
169	DCB_int_01	225.4185	Mm.	225.6872
170	DCB_int_01	225.6872	(pause 0.57)	226.2571
171	DCB_int_01	226.2571	So tell me about- Okay. So tell me about your neighborhood, your house, like what you remember. Like, I mean like,	231.1224
172	DCB_int_01	231.1224	(pause 0.21)	231.3323
173	DCB_int_01	231.3323	physically. Your block,	232.6116
174	DCB_int_01	232.6116	(pause 0.30)	232.9138
175	DCB_int_01	232.9138	and like,	233.2497
176	DCB_int_01	233.2497	(pause 0.21)	233.4596
177	DCB_int_01	233.4596	did you play with other kids in the neighborhood?	235.5417
178	DCB_se2_ag2_f_01	236.2302	Okay, so	237.2670
179	DCB_se2_ag2_f_01	237.2670	(pause 0.63)	237.8999
180	DCB_se2_ag2_f_01	237.8999	again, my grandparents-	239.6000
181	DCB_se2_ag2_f_01	239.6000	(pause 0.58)	240.1751
182	DCB_se2_ag2_f_01	240.1751	I don't want to say they kept me sheltered in, but I didn't live in a neighborhood. So,	243.9228
183	DCB_se2_ag2_f_01	243.9228	(pause 0.47)	244.3888
184	DCB_se2_ag2_f_01	244.3888	I lived in a five bedroom, four bathroom house. I'm talking about you go outside, you could hear	248.8459
185	DCB_se2_ag2_f_01	248.8459	(pause 0.16)	249.0054
186	DCB_se2_ag2_f_01	249.0054	a pin drop,	249.6728
187	DCB_se2_ag2_f_01	249.6728	(pause 0.19)	249.8618
188	DCB_se2_ag2_f_01	249.8618	the birds chirping. All older people, really no kids on my block.	253.1445
189	DCB_se2_ag2_f_01	253.1445	(pause 0.49)	253.6388
190	DCB_se2_ag2_f_01	253.6388	And as I got older and wanted to play with kids, and I went to school,	257.3203
191	DCB_se2_ag2_f_01	257.3203	(pause 0.38)	257.6981
192	DCB_se2_ag2_f_01	257.6981	I'm like, well dad,	258.7308
193	DCB_se2_ag2_f_01	258.7308	(pause 0.39)	259.1202
194	DCB_se2_ag2_f_01	259.1202	talking to my grandfather-	260.0395
195	DCB_se2_ag2_f_01	260.0395	(pause 0.31)	260.3544
196	DCB_se2_ag2_f_01	260.3544	I want to hang out where the ice cream trucks come, and	262.8605
197	DCB_se2_ag2_f_01	262.8605	(pause 0.29)	263.1501
198	DCB_se2_ag2_f_01	263.1501	everybody's outside playing. And I want to hang in the neighborhood.	265.9701
199	DCB_se2_ag2_f_01	265.9701	(pause 0.59)	266.5620
200	DCB_se2_ag2_f_01	266.5620	And he was just over protective. But then my best friend,	268.7827
201	DCB_se2_ag2_f_01	268.7827	(pause 0.43)	269.2150
202	DCB_se2_ag2_f_01	269.2150	who I met	269.8489
203	DCB_se2_ag2_f_01	269.8489	(pause 0.29)	270.1375
204	DCB_se2_ag2_f_01	270.1375	lived in a neighborhood Woodland,	272.0770
205	DCB_se2_ag2_f_01	272.0770	(pause 0.18)	272.2533
206	DCB_se2_ag2_f_01	272.2533	and I used to have to beg	273.3027
207	DCB_se2_ag2_f_01	273.3027	(pause 0.20)	273.5042
208	DCB_se2_ag2_f_01	273.5042	to go over there. But he made sure he dropped me off	275.1918
209	DCB_se2_ag2_f_01	275.1918	(pause 0.23)	275.4258
210	DCB_se2_ag2_f_01	275.4258	and picked me up.	276.1269
211	DCB_se2_ag2_f_01	276.1269	(pause 0.60)	276.7230
212	DCB_se2_ag2_f_01	276.7230	So I didn't live in a neighborhood essentially,	278.6204
213	DCB_se2_ag2_f_01	278.6204	(pause 0.34)	278.9604
214	DCB_se2_ag2_f_01	278.9604	but as I got older,	280.0477
215	DCB_se2_ag2_f_01	280.0477	(pause 0.19)	280.2355
216	DCB_se2_ag2_f_01	280.2355	I started to hang	281.3847
217	DCB_se2_ag2_f_01	281.3847	(pause 0.50)	281.8895
218	DCB_se2_ag2_f_01	281.8895	with my best friend in her neighborhood.	283.3420
219	DCB_int_01	283.5225	So your neighborhood was really quiet.	285.2352
220	DCB_se2_ag2_f_01	285.2562	Very quiet.	286.0916
221	DCB_int_01	286.2711	Was it r- Do you feel r- Did you feel really safe?	288.3448
222	DCB_se2_ag2_f_01	288.3448	Very safe.	289.3019
223	DCB_se2_ag2_f_01	289.5580	Uh!	289.7385
224	DCB_int_01	289.6797	Now Woodland has a reputation.	291.3243
225	DCB_se2_ag2_f_01	291.4586	Yes.	292.0421
226	DCB_se2_ag2_f_01	292.0421	(pause 0.24)	292.2856
227	DCB_se2_ag2_f_01	292.2856	[<laugh>]	293.4442
228	DCB_int_01	292.3024	[So how was it] going from	294.4937
229	DCB_int_01	294.6532	prim and proper neighborhood, [white picket fence almost]	298.1240
230	DCB_se2_ag2_f_01	296.3029	[<laugh>]	298.0566
231	DCB_int_01	298.6191	to	299.2026
232	DCB_int_01	299.2026	(pause 0.20)	299.3999
233	DCB_int_01	299.3999	um, we in the hood.	301.0245
234	DCB_se2_ag2_f_01	301.3142	[<laugh>]	301.9270
235	DCB_int_01	301.5660	[Like]-	301.9270
236	DCB_int_01	302.3626	did- wasn't-	302.9125
237	DCB_int_01	302.9125	(pause 0.38)	303.2945
238	DCB_int_01	303.2945	Am I right? Was Woodland t- the [hood?]	305.3389
239	DCB_se2_ag2_f_01	304.5917	[Mm, yes.]	305.3683
240	DCB_int_01	305.4690	Right, so how as that transition?	307.2825
241	DCB_se2_ag2_f_01	307.4452	So it was interesting. Um, I'm not gonna say I was scared, almost- because I knew my best friend kind of knew everybody in the neighborhood. And I had went to school	315.1892
242	DCB_se2_ag2_f_01	315.1892	(pause 0.50)	315.6888
243	DCB_se2_ag2_f_01	315.6888	with a few of them, so I had knew a lot of people, but it was very different.	318.4080
244	DCB_se2_ag2_f_01	318.4080	(pause 0.55)	318.9621
245	DCB_se2_ag2_f_01	318.9621	But it also made me appreciate	320.5657
246	DCB_se2_ag2_f_01	320.5657	(pause 0.57)	321.1324
247	DCB_se2_ag2_f_01	321.1324	how I was brought up and where I came from and where I lived.	323.6081
248	DCB_se2_ag2_f_01	323.6081	(pause 0.47)	324.0740
249	DCB_se2_ag2_f_01	324.0740	But it was fun going over there and being- like the ice cream truck- I could go to the ice cream truck and get whatever I wanted to or	328.5994
250	DCB_se2_ag2_f_01	328.5994	(pause 0.56)	329.1577
251	DCB_se2_ag2_f_01	329.1577	the go go bands would come around their neighborhood and play. And that was fun for me.	333.1488
252	DCB_se2_ag2_f_01	333.1488	(pause 0.79)	333.9338
253	DCB_se2_ag2_f_01	333.9338	But my grandfather didn't see the fun in it, and so it wasn't like I could go over there all the time. It was one of those things where it's, you can go, but it won't be	340.2002
254	DCB_se2_ag2_f_01	340.2002	(pause 0.49)	340.6903
255	DCB_se2_ag2_f_01	340.6903	all the time.	341.3998
256	DCB_int_01	342.1134	Um, so when you went to- What elementary school did you go to?	342.5526
257	DCB_se2_ag2_f_01	346.2053	So I went to /RD-SCHOOL-5/.	348.9297
258	DCB_se2_ag2_f_01	348.9297	(pause 0.18)	349.1102
259	DCB_se2_ag2_f_01	349.1102	Everything was on Capitol Hill.	350.3696
260	DCB_se2_ag2_f_01	350.3696	(pause 0.61)	350.9814
261	DCB_se2_ag2_f_01	350.9814	So I did /RD-SCHOOL-3/.	352.5011
262	DCB_se2_ag2_f_01	352.5011	(pause 0.22)	352.7194
263	DCB_se2_ag2_f_01	352.7194	I did /RD-SCHOOL-2/. I did /RD-SCHOOL-3/.	354.8225
264	DCB_se2_ag2_f_01	354.8225	(pause 0.50)	355.3220
265	DCB_se2_ag2_f_01	355.3220	But then,	355.9139
266	DCB_se2_ag2_f_01	355.9139	(pause 0.35)	356.2613
267	DCB_se2_ag2_f_01	356.2613	I got put out of /RD-SCHOOL-3/ and that's when I had to go to my neighborhood school	360.5012
268	DCB_se2_ag2_f_01	360.5012	(pause 0.63)	361.1267
269	DCB_se2_ag2_f_01	361.1267	which was /RD-SCHOOL-2/, and that's how I met my best friend.	363.4932
270	DCB_int_01	364.0557	So how did you- Okay, wait a minute. So how did you get put out of [the school?]	366.7539
271	DCB_se2_ag2_f_01	366.2712	[<laugh>]	377.1049
272	DCB_int_01	366.9848	[See],	367.3248
273	DCB_int_01	367.3248	(pause 0.40)	367.7236
274	DCB_int_01	367.7236	[now I'm getting the real-]	368.7185
275	DCB_int_01	368.7185	(pause 0.60)	369.3146
276	DCB_int_01	369.3146	[Mm-hm.]	369.6882
277	DCB_int_01	369.6882	(pause 0.34)	370.0283
278	DCB_int_01	370.0283	[Cause before]	370.8846
279	DCB_int_01	370.8846	(pause 0.25)	371.1323
280	DCB_int_01	371.1323	[you were like, yes, you know, I grew up this]	373.2806
281	DCB_int_01	373.2806	(pause 0.46)	373.7424
282	DCB_int_01	373.7424	[prim and proper neighborhood. Lakeda I know you get down.]	376.5297
283	DCB_int_01	376.5297	(pause 0.24)	376.7690
284	DCB_int_01	376.7690	[Mm-hm.] You're like, no, no. I /couldn't/. [It- It was a] treat to go to Woodland Terrace.	381.1170
285	DCB_se2_ag2_f_01	378.2834	[So]-	379.2993
286	DCB_se2_ag2_f_01	381.8726	So,	382.7206
287	DCB_int_01	382.8465	Mm-hm.	383.4384
288	DCB_se2_ag2_f_01	384.5036	um, one of the teachers-	386.4179
289	DCB_se2_ag2_f_01	386.4179	(pause 0.78)	387.1945
290	DCB_se2_ag2_f_01	387.1945	She was a little	388.1978
291	DCB_se2_ag2_f_01	388.1978	(pause 0.75)	388.9523
292	DCB_se2_ag2_f_01	388.9523	off the chain, and [so] we had got into it at one point. And she told me like,	393.8429
293	DCB_int_01	390.4258	[Hm.]	390.6693
294	DCB_se2_ag2_f_01	394.3162	I couldn't get on the computer or something, and I was just like, well I don't care. I got five computers at home. I'm not pressed to get on your computer. And it ended up /to/	401.0737
295	DCB_se2_ag2_f_01	401.0737	(pause 0.45)	401.5229
296	DCB_se2_ag2_f_01	401.5229	a back and forth thing.	402.7991
297	DCB_se2_ag2_f_01	402.7991	(pause 0.37)	403.1643
298	DCB_se2_ag2_f_01	403.1643	And I got suspended	404.3103
299	DCB_se2_ag2_f_01	404.3103	(pause 0.62)	404.9347
300	DCB_se2_ag2_f_01	404.9347	from school.	405.4889
301	DCB_se2_ag2_f_01	405.4889	(pause 0.21)	405.7029
302	DCB_se2_ag2_f_01	405.7029	Well they actually put me out	406.7104
303	DCB_se2_ag2_f_01	406.7104	(pause 0.61)	407.3191
304	DCB_se2_ag2_f_01	407.3191	/RD-SCHOOL-2/, so	408.3980
305	DCB_se2_ag2_f_01	408.3980	(pause 0.39)	408.7926
306	DCB_se2_ag2_f_01	408.7926	I went to /RD-SCHOOL-2/.	409.6573
307	DCB_int_01	409.9124	So how- Wait.	410.4035
308	DCB_int_01	410.4035	(pause 0.28)	410.6806
309	DCB_int_01	410.6806	Where'd you- How did you end up w- Mc- at /RD-SCHOOL-3/?	412.4059
310	DCB_se2_ag2_f_01	413.3840	I l-	413.7031
311	DCB_se2_ag2_f_01	413.7031	(pause 0.15)	413.8500
312	DCB_se2_ag2_f_01	413.8500	When I left /RD-SCHOOL-2/ because I was so academically	416.8252
313	DCB_se2_ag2_f_01	416.8252	(pause 0.34)	417.1695
314	DCB_se2_ag2_f_01	417.1695	excel in /RD-SCHOOL-2/,	418.2987
315	DCB_se2_ag2_f_01	418.2987	(pause 0.50)	418.7982
316	DCB_se2_ag2_f_01	418.7982	um, /RD-SCHOOL-3/ had reopened,	420.5152
317	DCB_se2_ag2_f_01	420.5152	(pause 0.39)	420.9003
318	DCB_se2_ag2_f_01	420.9003	[and so I had] to apply and all that stuff.	422.5039
319	DCB_int_01	420.9171	[/Oh/.]	421.2404
320	DCB_se2_ag2_f_01	422.8524	Even though I was in /RD-SCHOOL-2/, I wasn't a product of that school. So I was always the one doing all my homework, getting good grades as opposed to everybody else around me like,	429.1943
321	DCB_se2_ag2_f_01	429.1943	(pause 0.44)	429.6309
322	DCB_se2_ag2_f_01	429.6309	not doing [anything.]	430.6174
323	DCB_int_01	430.0843	[I don't know about] /RD-SCHOOL-1/- Tell me- I don't know about /RD-SCHOOL-2/ [I've not-]	433.0553
324	DCB_se2_ag2_f_01	432.3543	[So /RD-SCHOOL-2/] is in Southeast,	434.5875
325	DCB_se2_ag2_f_01	434.9779	and	435.4252
326	DCB_se2_ag2_f_01	435.4252	(pause 0.10)	435.5300
327	DCB_se2_ag2_f_01	435.5300	there's the Woodland kids. There's	437.2616
328	DCB_se2_ag2_f_01	437.2616	(pause 0.62)	437.8776
329	DCB_se2_ag2_f_01	437.8776	/Juna Vista Terrace/ kids. It's the	440.0815
330	DCB_se2_ag2_f_01	440.0815	(pause 0.19)	440.2704
331	DCB_se2_ag2_f_01	440.2704	Thirtieth Street kids. It's just that	442.4158
332	DCB_se2_ag2_f_01	442.4158	(pause 0.43)	442.8469
333	DCB_se2_ag2_f_01	442.8469	Naylor Gardens, that whole	444.2070
334	DCB_se2_ag2_f_01	444.2070	(pause 0.34)	444.5470
335	DCB_se2_ag2_f_01	444.5470	area.	445.0592
336	DCB_se2_ag2_f_01	445.0592	(pause 0.68)	445.7392
337	DCB_se2_ag2_f_01	445.7392	So it's like a neighborhood school. It's not like a school, like, oh I'm sending my child there. No.	449.2518
338	DCB_int_01	449.8731	Was it [like, they just-]	451.1870
339	DCB_se2_ag2_f_01	450.2425	[It's a school that you don't] want to go to. I'm talking my grandfather and grandmother was in tears.	454.0573
340	DCB_int_01	456.7859	Like	457.2603
341	DCB_int_01	457.2603	(pause 1.39)	458.6530
342	DCB_int_01	458.6530	Kids were bad- Like, I don't- [What do you mean?] Like it was [unsafe?]	461.3018
343	DCB_se2_ag2_f_01	459.8536	[Yeah.]	460.1684
344	DCB_se2_ag2_f_01	460.1684	(pause 0.60)	460.7729
345	DCB_se2_ag2_f_01	460.7729	[Bad.] Yeah. It was bad. Mm-hm.	462.6493
346	DCB_int_01	462.7249	Like gangs and [stuff?]	463.7492
347	DCB_se2_ag2_f_01	463.3756	[Gangs, mm-hm.]	464.5541
348	DCB_int_01	464.2981	So tell me about like- [and do you remember like, the gang activity?]	467.5094
349	DCB_se2_ag2_f_01	465.2300	[<laugh>]	467.4507
350	DCB_se2_ag2_f_01	467.8411	Um-	468.5169
351	DCB_int_01	468.4917	I mean,	468.8486
352	DCB_int_01	469.0039	not that you necessarily [involved, but like, seeing it.]	471.2781
353	DCB_se2_ag2_f_01	469.8634	[Not necessarily gang activities], but neighborhood beefs.	472.9363
354	DCB_int_01	472.9866	Like what?	473.4316
355	DCB_se2_ag2_f_01	474.0183	[Oh.]	474.8201
356	DCB_int_01	474.0319	[Like give me an example.]	475.0982
357	DCB_se2_ag2_f_01	475.5757	Like,	476.6839
358	DCB_se2_ag2_f_01	476.6839	(pause 0.46)	477.1415
359	DCB_se2_ag2_f_01	477.1415	if Woodland was beefing with another	479.2992
360	DCB_se2_ag2_f_01	479.2992	(pause 0.39)	479.6938
361	DCB_se2_ag2_f_01	479.6938	area,	480.3445
362	DCB_se2_ag2_f_01	480.3445	(pause 0.60)	480.9437
363	DCB_se2_ag2_f_01	480.9437	they would fight like after school and stuff like that.	483.6597
364	DCB_int_01	484.1047	But there was just- It was like fist fight. There were no guns [and stuff.]	486.7232
365	DCB_se2_ag2_f_01	486.1564	[No, no guns] and stuff. No.	487.7936
366	DCB_int_01	488.4611	Wow.	488.7381
367	DCB_int_01	488.7381	(pause 0.25)	488.9900
368	DCB_int_01	488.9900	Was it girls, boys, was it [mix?]	490.8833
369	DCB_se2_ag2_f_01	490.2704	[Girls] and boys.	491.8351
370	DCB_int_01	491.8813	Were they different groups?	492.9812
371	DCB_se2_ag2_f_01	493.1659	Different groups, mm-hm.	494.3748
372	DCB_int_01	494.4882	So- but I'm saying like- Okay.	496.2503
373	DCB_int_01	496.2503	(pause 0.23)	496.4769
374	DCB_int_01	496.4769	So-	496.9177
