Line	Spkr	StTime	Content	EnTime
654	DCB_se1_ag2_f_02	979.1906	(pause 0.26)	979.4532
655	DCB_se1_ag2_f_02	979.4532	I was on that for five years.	980.8539
656	DCB_se1_ag2_f_02	980.8539	(pause 0.40)	981.2553
657	DCB_se1_ag2_f_02	981.2553	I was off my birth control for a week and then I got pregnant again.	983.7605
658	DCB_se2_ag2_f_01	984.2767	[<laugh>]	987.5337
659	DCB_se1_ag2_f_02	984.2807	[<laugh>]	985.1247
660	DCB_se1_ag2_f_04	984.4076	[<laugh>]	987.8023
661	DCB_se1_ag2_f_02	986.3457	[<laugh>]	987.6595
662	DCB_int_01	986.7231	[Mm.]	987.3177
663	DCB_int_01	987.9316	Okay, [you're fertile.]	989.1596
664	DCB_se2_ag2_f_01	988.4318	[/inaudible/]	989.3425
665	DCB_se1_ag2_f_02	989.5404	Very. <laugh>	990.5017
666	DCB_se1_ag2_f_02	990.5017	(pause 0.87)	991.3732
667	DCB_se1_ag2_f_02	991.3732	Um,	992.0855
668	DCB_se1_ag2_f_02	992.0855	(pause 1.29)	993.3714
669	DCB_se1_ag2_f_02	993.3714	so I think I was out of college for about	996.8610
670	DCB_se1_ag2_f_02	996.8610	(pause 0.32)	997.1811
671	DCB_se1_ag2_f_02	997.1811	four years,	998.1304
672	DCB_int_01	998.1828	[Mm-hm.]	998.5950
673	DCB_se1_ag2_f_02	998.2909	[cause that's] how long it took you to get-	999.4554
674	DCB_se1_ag2_f_02	999.6435	you was in school for four years?	1000.7280
675	DCB_se1_ag2_f_02	1000.7280	(pause 0.40)	1001.1242
676	DCB_se1_ag2_f_02	1001.1242	I was out of college for four years, so as- as I was working at the job that I am now,	1004.4937
677	DCB_se1_ag2_f_02	1004.4937	(pause 0.49)	1004.9792
678	DCB_se1_ag2_f_02	1004.9792	this lady came to me and was like, have you ever considered	1007.6362
679	DCB_se1_ag2_f_02	1007.6362	(pause 0.29)	1007.9285
680	DCB_se1_ag2_f_02	1007.9285	like going to school, you know, going to get your bachelors, and I was like, no.	1011.3217
681	DCB_se1_ag2_f_02	1011.3217	(pause 0.30)	1011.6195
682	DCB_se1_ag2_f_02	1011.6195	And she was like, why? I was like, cause I believe- like, I'm a very hard worker, so I believe, like,	1015.5555
683	DCB_se1_ag2_f_02	1015.5555	(pause 0.22)	1015.7734
684	DCB_se1_ag2_f_02	1015.7734	if I do good at my job,	1017.1881
685	DCB_se1_ag2_f_02	1017.1881	(pause 0.23)	1017.4154
686	DCB_se1_ag2_f_02	1017.4154	I'm- I'm'a continue to get promoted and promoted and promoted and promoted, and she was like, honey,	1021.7832
687	DCB_se1_ag2_f_02	1021.7832	(pause 0.40)	1022.1828
688	DCB_se1_ag2_f_02	1022.1828	it doesn't work like that. Or whatever like, you have to	1025.1002
689	DCB_se1_ag2_f_02	1025.1002	(pause 0.34)	1025.4363
690	DCB_se1_ag2_f_02	1025.4363	have the education as well as the experience. So I was like, okay I guess I'll try it out.	1028.7458
691	DCB_se1_ag2_f_02	1028.7458	(pause 0.25)	1028.9952
692	DCB_se1_ag2_f_02	1028.9952	I didn't know who was gonna watch my kids while I was in school, I didn't know how I was gonna make it work but	1033.4092
693	DCB_se1_ag2_f_02	1033.4092	(pause 0.63)	1034.0347
694	DCB_se1_ag2_f_02	1034.0347	faith in God, was like just do it, step out on faith and you never know.	1037.5080
695	DCB_se1_ag2_f_02	1037.5080	(pause 1.40)	1038.9130
696	DCB_se1_ag2_f_02	1038.9130	And, um,	1039.6730
697	DCB_int_01	1040.6898	It's okay, it's my mom. She- we can-	1042.3398
698	DCB_se1_ag2_f_02	1042.4719	[<laugh>]	1043.0612
699	DCB_int_01	1042.5319	[we can talk to her] later.	1043.6924
700	DCB_se1_ag2_f_02	1044.1206	So I enrolled in school, I didn't know who was gonna watch my kids but it was just like,	1047.5074
701	DCB_se1_ag2_f_02	1047.5074	(pause 0.26)	1047.7635
702	DCB_se1_ag2_f_02	1047.7635	people were coming out of anywh- everywhere like, oh I'll watch 'em	1050.6369
703	DCB_se1_ag2_f_02	1050.6369	(pause 0.21)	1050.8443
704	DCB_se1_ag2_f_02	1050.8443	fo- f- for this day, and I'll watch 'em for that day.	1053.3377
705	DCB_se1_ag2_f_02	1053.3377	(pause 0.17)	1053.5074
706	DCB_se1_ag2_f_02	1053.5074	So it all worked out and I'm	1054.7080
707	DCB_se1_ag2_f_02	1054.7080	(pause 0.17)	1054.8760
708	DCB_se1_ag2_f_02	1054.8760	graduating next year.	1055.8040
709	DCB_se1_ag2_f_02	1055.8040	(pause 0.24)	1056.0446
710	DCB_se1_ag2_f_02	1056.0446	So.	1056.2939
711	DCB_int_01	1056.2607	Well [congratulations, what's your degree] in?	1058.4954
712	DCB_se1_ag2_f_02	1057.1011	[Yes, thank you-]	1058.0464
713	DCB_se1_ag2_f_02	1058.6378	Um,	1059.1793
714	DCB_se1_ag2_f_02	1059.1793	(pause 0.22)	1059.3954
715	DCB_se1_ag2_f_02	1059.3954	business administration with human resource management, this is not what I wanna do with my life, though.	1063.4714
716	DCB_int_01	1064.7591	[Okay.]	1065.2884
717	DCB_se1_ag2_f_02	1064.9792	[So], it was just one of those things, I just needed to get in school just-	1067.7004
718	DCB_se1_ag2_f_02	1068.2727	just needed to go get a bachelors.	1069.3260
719	DCB_se1_ag2_f_02	1069.3260	(pause 0.35)	1069.6733
720	DCB_se1_ag2_f_02	1069.6733	Now I think I wanna be interior decorator but it's just like that's my plan B like,	1073.7777
721	DCB_se1_ag2_f_02	1073.7777	(pause 0.22)	1073.9966
722	DCB_se1_ag2_f_02	1073.9966	/although-/	1074.4219
723	DCB_se1_ag2_f_02	1074.4219	(pause 0.16)	1074.5808
724	DCB_se1_ag2_f_02	1074.5808	n- no one can take my education away from me so I was just like,	1077.0782
725	DCB_se1_ag2_f_02	1077.0782	(pause 0.41)	1077.4914
726	DCB_se1_ag2_f_02	1077.4914	okay I'm'a just go get a degree in something, bam.	1079.9726
727	DCB_se1_ag2_f_02	1079.9726	(pause 0.42)	1080.3882
728	DCB_se1_ag2_f_02	1080.3882	/And, that's it/.	1081.2463
729	DCB_int_01	1081.5533	But that's a smart- I'm'a tell you why that's really smart. Human resources is always a necessary field right, [you can have no] company	1088.1696
730	DCB_se2_ag2_f_01	1086.6249	[Yes it is.]	1087.5795
731	DCB_se1_ag2_f_02	1086.9090	[Mm-hm.]	1087.4612
732	DCB_int_01	1088.3709	and you don't have an HR department.	1090.1874
733	DCB_se1_ag2_f_02	1090.1917	Right.	1090.6399
734	DCB_int_01	1090.6439	So th-	1091.3323
735	DCB_int_01	1091.3323	(pause 0.14)	1091.4683
736	DCB_int_01	1091.4683	if nothing else, that's a great	1093.4923
737	DCB_int_01	1093.4923	(pause 0.42)	1093.9135
738	DCB_int_01	1093.9135	backup [plan, because it's- it's-]	1095.4474
739	DCB_se1_ag2_f_02	1094.4429	[Mm-hm.]	1095.0522
740	DCB_se1_ag2_f_04	1094.7991	[Everybody] needs [somebody in HR. They] always need [somebody in HR.]	1098.9656
741	DCB_int_01	1095.8396	[everybody needs HR.]	1096.9822
742	DCB_se1_ag2_f_02	1097.0721	[Right.]	1097.3801
743	DCB_int_01	1098.2567	[So], that's a great backup plan.	1100.4954
744	DCB_se1_ag2_f_02	1100.6870	No that was- yeah, that was one of the reasons why I didn't take school seriously at first because it's like	1105.9404
745	DCB_se1_ag2_f_02	1105.9404	(pause 0.37)	1106.3096
746	DCB_se1_ag2_f_02	1106.3096	I didn't wanna go to school for four years and	1108.4799
747	DCB_se1_ag2_f_02	1108.4799	(pause 0.16)	1108.6359
748	DCB_se1_ag2_f_02	1108.6359	it's not something that I really wanted to do, so it was just like, until I found out what I really wanted to do then /now I'm not going to/ school, so.	1114.3118
749	DCB_int_01	1116.0246	So how was college?	1117.2819
750	DCB_se1_ag2_f_02	1118.0495	Um,	1118.9509
751	DCB_se1_ag2_f_02	1118.9509	(pause 1.01)	1119.9636
752	DCB_se1_ag2_f_02	1119.9636	it's-	1120.4530
753	DCB_se1_ag2_f_02	1120.4530	(pause 0.23)	1120.6800
754	DCB_se1_ag2_f_02	1120.6800	I've been in school since two-thousand twelve, and I've never taken a break like,	1124.9739
755	DCB_se1_ag2_f_02	1124.9739	(pause 0.15)	1125.1232
756	DCB_se1_ag2_f_02	1125.1232	going on every semester.	1126.7338
757	DCB_se1_ag2_f_02	1126.7338	(pause 0.42)	1127.1562
758	DCB_se1_ag2_f_02	1127.1562	Um,	1127.7364
759	DCB_se1_ag2_f_02	1127.7364	(pause 1.09)	1128.8249
760	DCB_se1_ag2_f_02	1128.8249	it- in the beginning str- it was stressful but it's like /now/ a part of me like,	1132.9404
761	DCB_se1_ag2_f_02	1132.9404	(pause 0.42)	1133.3643
762	DCB_se1_ag2_f_02	1133.3643	like I'm not going to school this summer and I feel like a loser like, why am I n- <laugh>	1137.8756
763	DCB_se1_ag2_f_02	1137.8756	(pause 0.53)	1138.4038
764	DCB_se1_ag2_f_02	1138.4038	I don't know what I'm gonna do with myself.	1140.1366
765	DCB_se1_ag2_f_02	1140.1366	(pause 0.36)	1140.4968
766	DCB_se1_ag2_f_02	1140.4968	And then I was talking to my sister, my sister said, no maybe you- maybe you needed this break. But only reason I'm not going to school this summer because they had no classes that I need.	1148.1536
767	DCB_int_01	1148.5257	[Mm.]	1148.9284
768	DCB_se1_ag2_f_02	1148.5870	[So they're] like, you know we have no classes for you this summer, that's the only thing you can do is sit out until fall semester.	1153.7163
769	DCB_se1_ag2_f_02	1154.0695	So it's like, I won't be working this summer, I won't be in school, and it's just like, I haven't done that in so long like, what am I gonna be doing?	1159.9135
770	DCB_int_01	1160.0735	Hanging out with the boys.	1161.3353
771	DCB_se1_ag2_f_04	1161.6635	And having a baby.	1162.6928
772	DCB_se1_ag2_f_02	1162.6800	I'm just one of those constructive people like I have to be doing something.	1165.9680
773	DCB_se1_ag2_f_02	1166.1736	I have to be doing something, like, so.	1168.2362
774	DCB_int_01	1168.5279	When is the baby due?	1169.4239
775	DCB_se1_ag2_f_02	1169.5964	In July.	1170.2007
776	DCB_int_01	1170.5528	<gasps> July what?	1171.3808
777	DCB_se1_ag2_f_02	1171.5293	Fifteenth.	1172.1893
778	DCB_se1_ag2_f_02	1172.1893	(pause 0.91)	1173.1032
779	DCB_se1_ag2_f_02	1173.1032	[<laugh>]	1174.0076
780	DCB_int_01	1173.2313	[My birthday's in July.]	1174.2806
781	DCB_se1_ag2_f_02	1174.2758	[Oh yeah?]	1174.8744
782	DCB_int_01	1174.4118	[If you could just wait] a couple [weeks /??/]	1175.7565
783	DCB_se1_ag2_f_02	1175.2762	[When your birthday at?]	1176.0522
784	DCB_int_01	1176.2807	Honey I understand that, you wanna give birth [as soon as possible.]	1178.8767
785	DCB_se1_ag2_f_02	1177.8574	[Yeah.]	1178.5041
786	DCB_int_01	1179.0232	Um, July twenty seventh.	1180.2165
787	DCB_se1_ag2_f_02	1180.4719	What s- what sign is that?	1181.5123
788	DCB_int_01	1181.9525	Leo.	1182.3672
789	DCB_se1_ag2_f_02	1182.5008	Le- oh.	1183.2968
790	DCB_int_01	1184.3016	Uh-	1184.5763
791	DCB_int_01	1184.5763	(pause 0.30)	1184.8751
792	DCB_int_01	1184.8751	ooh.	1185.1698
793	DCB_se1_ag2_f_02	1185.0512	Here we go. She ain't- she ain't /RD-NAME-1/'s yet?	1186.8805
794	DCB_se1_ag2_f_04	1185.7955	[/inaudible/ birthday?]	1188.2276
795	DCB_se2_ag2_f_01	1186.8600	[Uh-uh.]	1187.8214
796	DCB_se1_ag2_f_02	1187.8845	[Mm.]	1188.3112
797	DCB_se2_ag2_f_01	1188.3127	I'm trying to get her to do it but /Jessie/ can't do hers until six, so I- I don't know if she wanted to be [by five.]	1192.8244
798	DCB_se1_ag2_f_02	1191.9116	[Oh.]	1192.3343
799	DCB_int_01	1192.3278	[Oh.]	1192.7998
800	DCB_se2_ag2_f_01	1192.9921	Now that'd be a interesting interview.	1194.7334
801	DCB_int_01	1195.0210	[So um,]	1196.5778
802	DCB_se1_ag2_f_04	1195.5653	[/inaudible/]	1197.1833
803	DCB_int_01	1196.7791	[okay] so let's talk about then	1198.8791
804	DCB_int_01	1199.2722	talk about-	1199.8682
805	DCB_int_01	1199.8682	(pause 0.86)	1200.7289
806	DCB_int_01	1200.7289	so okay, I know you're getting- you're- you're engaged now, so tell me a little about your fiance.	1205.1562
807	DCB_se1_ag2_f_02	1205.8645	So I was dating this guy,	1208.7819
808	DCB_se1_ag2_f_02	1208.7819	(pause 0.83)	1209.6167
809	DCB_se1_ag2_f_02	1209.6167	for seven months	1211.5674
810	DCB_se1_ag2_f_02	1211.5674	(pause 1.70)	1213.2652
811	DCB_se1_ag2_f_02	1213.2652	in two thousand fourteen.	1215.0860
812	DCB_se1_ag2_f_02	1215.0860	(pause 0.62)	1215.7075
813	DCB_se1_ag2_f_02	1215.7075	And he was like very like verbally abusive like, he would be like, oh you're not pretty, you're this, that,	1221.3553
814	DCB_se1_ag2_f_02	1221.3553	(pause 0.42)	1221.7755
815	DCB_se1_ag2_f_02	1221.7755	and all that so,	1223.1809
816	DCB_se1_ag2_f_02	1223.1809	(pause 0.49)	1223.6684
817	DCB_se1_ag2_f_02	1223.6684	I just knew that relationship wasn't work but it was just like one of those convenient things, okay, he's here for my rent,	1227.8116
818	DCB_se1_ag2_f_02	1227.8116	(pause 0.31)	1228.1237
819	DCB_se1_ag2_f_02	1228.1237	just gonna enjoy it	1229.2384
820	DCB_se1_ag2_f_02	1229.2384	(pause 0.19)	1229.4323
821	DCB_se1_ag2_f_02	1229.4323	and then go from there.	1230.3723
822	DCB_se1_ag2_f_02	1230.3723	(pause 0.70)	1231.0731
823	DCB_se1_ag2_f_02	1231.0731	We had all had a falling out.	1232.6704
824	DCB_se1_ag2_f_02	1232.6704	(pause 1.27)	1233.9396
825	DCB_se1_ag2_f_02	1233.9396	Um, after /RD-NAME-2/ passed away.	1235.8071
826	DCB_se1_ag2_f_02	1235.8071	(pause 0.27)	1236.0806
827	DCB_se1_ag2_f_02	1236.0806	Um, I don't know what the falling out was for but	1238.5950
828	DCB_se1_ag2_f_02	1238.5950	(pause 0.15)	1238.7471
829	DCB_se1_ag2_f_02	1238.7471	we decided to go out to the bar	1240.5159
830	DCB_se1_ag2_f_02	1240.5159	(pause 0.22)	1240.7320
831	DCB_se1_ag2_f_02	1240.7320	on H Street	1241.5493
832	DCB_se1_ag2_f_02	1241.5493	(pause 0.36)	1241.9045
833	DCB_se1_ag2_f_02	1241.9045	at Kong's so it was me /RD-NAME-3/,	1243.9175
834	DCB_se1_ag2_f_02	1243.9175	(pause 0.41)	1244.3296
835	DCB_se1_ag2_f_02	1244.3296	/RD-NAME-2/-	1245.0947
836	DCB_se1_ag2_f_02	1245.0947	(pause 0.74)	1245.8396
837	DCB_se1_ag2_f_02	1245.8396	that was it, right?	1246.4849
838	DCB_se1_ag2_f_02	1246.4849	(pause 0.21)	1246.6920
839	DCB_se1_ag2_f_02	1246.6920	And /RD-NAME-3/.	1247.2480
840	DCB_se1_ag2_f_02	1247.2480	(pause 0.74)	1247.9926
841	DCB_se1_ag2_f_02	1247.9926	And so I kept feeling this boy like, look at him he's- <laugh>	1252.6037
842	DCB_se1_ag2_f_04	1252.1077	[And I moved my seat so y'all could see him.]	1254.5904
843	DCB_int_01	1252.4579	[<laugh>]	1256.5250
844	DCB_se1_ag2_f_02	1253.4836	[<laugh>]	1256.1448
845	DCB_se1_ag2_f_02	1256.5090	<laugh>	1257.3156
846	DCB_se1_ag2_f_02	1257.8016	So we- /RD-NAME-2/ the one you gonna meet,	1260.1955
847	DCB_se1_ag2_f_02	1260.1955	(pause 0.26)	1260.4600
848	DCB_se1_ag2_f_02	1260.4600	she's like-	1261.2724
849	DCB_se1_ag2_f_02	1261.2724	(pause 0.14)	1261.4164
850	DCB_se1_ag2_f_02	1261.4164	she was like, kirking off, I don't even know what she was kirking off on,	1264.4579
851	DCB_se1_ag2_f_02	1264.4579	(pause 0.21)	1264.6700
852	DCB_se1_ag2_f_02	1264.6700	the bartender was really nice, he was paying for the shots, it was just wonderful.	1268.0447
853	DCB_se1_ag2_f_02	1268.0447	(pause 0.53)	1268.5730
854	DCB_se1_ag2_f_02	1268.5730	So I see the guy walk in,	1270.2183
855	DCB_se1_ag2_f_02	1270.2183	(pause 0.40)	1270.6139
856	DCB_se1_ag2_f_02	1270.6139	like, oh he's cute. So- but once he sit down I'm like, I see him out of my corner of my eye.	1275.1132
857	DCB_se1_ag2_f_02	1275.1132	(pause 0.72)	1275.8376
858	DCB_se1_ag2_f_02	1275.8376	<ts> And so I don't know if he aks us what we drinking or did we aks him what he drinking,	1279.3302
859	DCB_se1_ag2_f_02	1279.3302	(pause 0.79)	1280.1168
860	DCB_se1_ag2_f_02	1280.1168	but it was like,	1280.7371
861	DCB_se1_ag2_f_02	1280.7371	(pause 0.20)	1280.9412
862	DCB_se1_ag2_f_02	1280.9412	and he was like, all I drink is Patron, and I was like, okay well,	1283.9145
863	DCB_se1_ag2_f_02	1283.9145	(pause 0.48)	1284.3920
864	DCB_se1_ag2_f_02	1284.3920	we- you know, let us get a shot of Patron.	1286.5210
865	DCB_se1_ag2_f_02	1286.5210	(pause 0.16)	1286.6850
866	DCB_se1_ag2_f_02	1286.6850	You know- yeah, so.	1287.9130
867	DCB_se1_ag2_f_02	1287.9130	(pause 0.91)	1288.8260
868	DCB_se1_ag2_f_02	1288.8260	I don't- and then he was there with his sister and I think his sister was like, my brother like-	1292.8771
869	DCB_se1_ag2_f_02	1292.8771	(pause 0.14)	1293.0132
870	DCB_se1_ag2_f_02	1293.0132	something happened. [Basically-]	1294.5292
871	DCB_se1_ag2_f_04	1294.0096	[I moved] seats so y'all two could sit [/inaudible/]	1296.5515
872	DCB_se1_ag2_f_02	1295.8437	[No I got up] honey.	1297.1637
873	DCB_se1_ag2_f_04	1297.3604	Well yeah you got up [/inaudible/]	1298.8371
874	DCB_se1_ag2_f_02	1298.1288	[<laugh>]	1299.4734
875	DCB_int_01	1298.8731	[Mm.]	1299.4465
876	DCB_se1_ag2_f_04	1299.2373	[Cause] I was sitting beside him so I- him and his sister, so I end up moving-	1303.8325
877	DCB_se1_ag2_f_04	1304.0808	you know, I moved to the /?/	1305.4447
878	DCB_se1_ag2_f_02	1305.5534	I don't know how it happened but [basically]	1307.4860
879	DCB_se1_ag2_f_04	1306.9688	[Mm-hm.]	1307.5926
880	DCB_se1_ag2_f_02	1307.8197	I got up, and I went down there with him and his sister and so we was just talking, I did tell him I had a boyfriend.	1312.9741
881	DCB_se1_ag2_f_02	1312.9741	(pause 0.26)	1313.2382
882	DCB_se1_ag2_f_02	1313.2382	/RD-NAME-3/ made sure that he knew that I had a boyfriend,	1316.1728
883	DCB_se1_ag2_f_02	1316.1728	(pause 0.50)	1316.6690
884	DCB_se1_ag2_f_02	1316.6690	she just kept saying, but you got a boyfriend like, why are you over talking to him? Like- [<laugh>]	1322.0327
885	DCB_se1_ag2_f_04	1320.9923	[<laugh>]	1322.0203
886	DCB_se1_ag2_f_02	1322.4889	But I knew that I was not happy and I knew that	1325.1634
887	DCB_se1_ag2_f_02	1325.1634	(pause 0.23)	1325.3955
888	DCB_se1_ag2_f_02	1325.3955	me and my boyfriend	1326.2959
889	DCB_se1_ag2_f_02	1326.2959	(pause 0.44)	1326.7401
890	DCB_se1_ag2_f_02	1326.7401	at the time was not gonna be a permanent thing, wasn't gonna be a long term thing so it was like, let me do me. Like,	1331.4663
891	DCB_se1_ag2_f_02	1331.4663	(pause 0.59)	1332.0598
892	DCB_se1_ag2_f_02	1332.0598	you know, and so me and him started talking-	1334.3302
893	DCB_se1_ag2_f_02	1334.3302	(pause 0.52)	1334.8531
894	DCB_se1_ag2_f_02	1334.8531	No no no no, we didn't start talking right then and there.	1336.9621
895	DCB_se1_ag2_f_02	1336.9621	(pause 0.44)	1337.3983
896	DCB_se1_ag2_f_02	1337.3983	We didn't start talking right then and there.	1338.8583
897	DCB_se1_ag2_f_04	1339.0163	Y'all started drinking.	1339.8042
898	DCB_se1_ag2_f_02	1340.1488	[<laugh> Yeah we was drinking] we was talking and all this other stuff. So we all left.	1343.7821
899	DCB_se1_ag2_f_04	1340.1968	[And /inaudible/]	1341.1568
900	DCB_se1_ag2_f_02	1345.0003	We left and went to this-	1346.2327
901	DCB_se1_ag2_f_02	1346.2327	(pause 0.45)	1346.6810
902	DCB_se1_ag2_f_02	1346.6810	this little fake party looking thing across the street.	1349.9210
903	DCB_se1_ag2_f_02	1349.9210	(pause 1.05)	1350.9722
904	DCB_se1_ag2_f_02	1350.9722	<laugh>	1352.2008
905	DCB_se1_ag2_f_02	1352.2008	(pause 0.40)	1352.6050
906	DCB_se1_ag2_f_02	1352.6050	So guess who was in the party. <laugh>	1355.4195
907	DCB_int_01	1355.4195	Mm.	1356.2515
908	DCB_se1_ag2_f_02	1356.3880	And so this song was like, you make me wanna leave the one I'm with, [start a new- <laugh>]	1362.6393
909	DCB_se1_ag2_f_04	1359.4894	[<laugh> I remember that.]	1363.7350
910	DCB_se2_ag2_f_01	1363.8086	I do too.	1364.7180
911	DCB_se1_ag2_f_04	1364.5970	[Start a new relationship.]	1366.5779
912	DCB_se1_ag2_f_02	1364.7020	[Start a new relationship with you.]	1367.3062
913	DCB_int_01	1366.6019	[Mm-hm.]	1367.3823
914	DCB_se1_ag2_f_02	1367.5156	So they go, /RD-NAME-3/ that's a sign.	1369.3796
915	DCB_se1_ag2_f_04	1369.3884	[<laugh>]	1371.3704
916	DCB_se1_ag2_f_02	1369.7846	[<laugh>]	1371.4595
917	DCB_int_01	1370.8891	[<laugh>]	1372.9421
918	DCB_se1_ag2_f_02	1374.7962	Everything- (laughing)	1375.5365
919	DCB_se1_ag2_f_04	1376.0087	[Everything's a sign.]	1377.2687
920	DCB_se1_ag2_f_02	1376.0247	[everything's a sign] for her. <laugh>	1377.9701
921	DCB_se1_ag2_f_02	1378.4819	So we're like, grooving and dancing,	1380.9762
922	DCB_se1_ag2_f_02	1380.9762	(pause 0.52)	1381.4965
923	DCB_se1_ag2_f_02	1381.4965	and stuff like that.	1382.7602
924	DCB_se1_ag2_f_02	1382.7602	(pause 0.29)	1383.0532
925	DCB_se1_ag2_f_02	1383.0532	/RD-NAME-3/ talking to one of his cousins, we're just dancing,	1386.3422
926	DCB_se1_ag2_f_02	1386.3422	(pause 0.19)	1386.5320
927	DCB_se1_ag2_f_02	1386.5320	and then you know we just-	1387.6446
928	DCB_se1_ag2_f_04	1387.7046	She [crazy.]	1388.3969
929	DCB_se1_ag2_f_02	1388.1768	[we] exchanged numbers and stuff like that.	1390.2603
930	DCB_se1_ag2_f_02	1390.5179	But it was like I- it felt weird that day because its like, okay I'll be right back- I don't know where I went but once I came back he was down there talking to another girl.	1397.2222
931	DCB_se1_ag2_f_02	1397.2222	(pause 0.71)	1397.9318
932	DCB_se1_ag2_f_02	1397.9318	I was looking at him like, what is this?	1399.6821
933	DCB_se1_ag2_f_02	1399.6821	(pause 0.65)	1400.3329
934	DCB_se1_ag2_f_02	1400.3329	So but	1400.9782
935	DCB_se1_ag2_f_02	1400.9782	(pause 0.17)	1401.1493
936	DCB_se1_ag2_f_02	1401.1493	he called me later on that day, he was like, no my sister- basically his sister had him out	1405.4883
937	DCB_se1_ag2_f_02	1405.4883	(pause 0.26)	1405.7486
938	DCB_se1_ag2_f_02	1405.7486	because she felt like he needed to talk to girls.	1408.2698
939	DCB_se1_ag2_f_02	1408.2698	(pause 0.34)	1408.6059
940	DCB_se1_ag2_f_02	1408.6059	Because he had broken up with some girl	1410.9122
941	DCB_se1_ag2_f_02	1410.9122	(pause 0.28)	1411.1883
942	DCB_se1_ag2_f_02	1411.1883	a while ago, so he just was messing with just	1413.2030
943	DCB_se1_ag2_f_02	1413.2030	(pause 1.03)	1414.2338
944	DCB_se1_ag2_f_02	1414.2338	I guess girls that he- she didn't think that he should be with.	1416.9475
945	DCB_se1_ag2_f_02	1416.9475	(pause 0.30)	1417.2444
946	DCB_se1_ag2_f_02	1417.2444	So she was like, I'm'a take you out and I'm'a hook you up with some girls, so [I was like, that's-]	1420.8056
947	DCB_se2_ag2_f_01	1419.9736	[/That's dope/.]	1420.7283
948	DCB_se1_ag2_f_02	1420.9661	I was number one,	1422.1261
949	DCB_se1_ag2_f_02	1422.1261	(pause 0.78)	1422.9042
950	DCB_se1_ag2_f_02	1422.9042	the girl in the club was number two,	1424.3809
951	DCB_se2_ag2_f_01	1424.5130	[<laugh>]	1426.3778
952	DCB_se1_ag2_f_02	1424.6370	[and then I don't know who else- <laugh>]	1426.1577
953	DCB_se1_ag2_f_02	1426.5019	[whoever else he met that night.]	1427.7917
954	DCB_int_01	1426.5099	[<laugh>]	1428.5120
955	DCB_se1_ag2_f_02	1428.5841	So, um,	1429.6161
956	DCB_se1_ag2_f_02	1429.6161	(pause 0.21)	1429.8286
957	DCB_se1_ag2_f_02	1429.8286	that was that. Our relationship moved really really really really really really fast though.	1433.3983
958	DCB_se1_ag2_f_02	1433.3983	(pause 0.43)	1433.8237
959	DCB_se1_ag2_f_02	1433.8237	Um, so,	1434.7882
960	DCB_se1_ag2_f_02	1434.7882	(pause 0.70)	1435.4845
961	DCB_se1_ag2_f_02	1435.4845	I met him in November,	1437.2093
962	DCB_se1_ag2_f_02	1437.2093	(pause 1.06)	1438.2698
963	DCB_se1_ag2_f_02	1438.2698	um, he started catching feelings, he was like, well /look, you gotta-/	1441.4885
964	DCB_se1_ag2_f_02	1441.4885	(pause 0.50)	1441.9927
965	DCB_se1_ag2_f_02	1441.9927	I thought I could play the dude on the side,	1443.8656
966	DCB_se1_ag2_f_02	1443.8656	(pause 0.19)	1444.0577
967	DCB_se1_ag2_f_02	1444.0577	DC does that a lot, you know side chicks, side dudes.	1446.9963
968	DCB_se1_ag2_f_02	1446.9963	(pause 0.29)	1447.2844
969	DCB_se1_ag2_f_02	1447.2844	He was like, <laugh>	1448.3249
970	DCB_se1_ag2_f_02	1448.3249	(pause 0.50)	1448.8291
971	DCB_se1_ag2_f_02	1448.8291	I thought I could be the, uh, side dude but I can't, you know, I got feelings for you, like so whatchu gonna do?	1453.7342
972	DCB_se1_ag2_f_02	1453.7342	(pause 0.74)	1454.4769
973	DCB_se1_ag2_f_02	1454.4769	I was like,	1455.1889
974	DCB_se1_ag2_f_02	1455.1889	(pause 0.66)	1455.8496
975	DCB_se1_ag2_f_02	1455.8496	well I'm'a work it out with my boyfriend because I don't really know you, like, so I sent him this real	1460.3169
976	DCB_se1_ag2_f_02	1460.3169	(pause 0.28)	1460.6010
977	DCB_se1_ag2_f_02	1460.6010	long text message and I was like you know, I'm sorry for [leading you on,]	1463.9838
978	DCB_se1_ag2_f_04	1463.2314	[/Exit/ message.]	1464.1861
979	DCB_se1_ag2_f_02	1464.6361	<laugh> I'm sorry for leading you on, and all this other stuff.	1467.6100
980	DCB_se1_ag2_f_02	1467.6100	(pause 0.50)	1468.1097
981	DCB_se1_ag2_f_02	1468.1097	Um, because during this time we would go on like, multiple dates	1471.0163
982	DCB_se1_ag2_f_02	1471.0163	(pause 0.21)	1471.2284
983	DCB_se1_ag2_f_02	1471.2284	within one week.	1472.3278
984	DCB_se1_ag2_f_02	1472.3278	(pause 0.42)	1472.7451
985	DCB_se1_ag2_f_02	1472.7451	But it was just like, I'm cheating, like- Oh don't- I- I didn't-	1476.0449
986	DCB_se1_ag2_f_02	1476.0449	(pause 0.94)	1476.9883
987	DCB_se1_ag2_f_02	1476.9883	cheating ain't my thing, but I felt like that was- that was just-	1480.1094
988	DCB_se1_ag2_f_02	1480.1094	(pause 1.77)	1481.8837
